row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị,31/12/2023 > Dự phòng,01/01/2023 > Giá trị,01/01/2023 > Dự phòng,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Dự phòng,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Dự phòng
,,,VND,VND,VND,VND,,,,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,,,,
- Phải thu các khoản tạm nộpchờ xử lý quyết toán cổ phần hóa (4),b.1) Chi tiết theo nội dung > - Phải thu các khoản tạm nộpchờ xử lý quyết toán cổ phần hóa (4),- Phải thu các khoản tạm nộpchờ xử lý quyết toán cổ phần hóa (4),972.238.328.857,(70.681.650.097),-,-,972238328857.0,-70681650097.0,,
"- Ký cược, ký quỹ","b.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",11.000.000,-,23.000.000,-,11000000.0,,23000000.0,
,,,972.249.328.857,(70.681.650.097),23.000.000,-,972249328857.0,-70681650097.0,23000000.0,
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,
- Các đối tượng khác,b.2) Chi tiết theo đối tượng > - Các đối tượng khác,- Các đối tượng khác,972.249.328.857,(70.681.650.097),23.000.000,,972249328857.0,-70681650097.0,23000000.0,
,,,972.249.328.857,(70.681.650.097),23.000.000,-,972249328857.0,-70681650097.0,23000000.0,
c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,c) Trong đó: Phải thu khác là các bên liên quan,,,,
- Công ty TNHH MTV Đầu tưvà Quản lý Dự án Bình Dương,c) Trong đó: Phải thu khác là các bên liên quan > - Công ty TNHH MTV Đầu tưvà Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tưvà Quản lý Dự án Bình Dương,673.693.747,-,1.455.465.651,-,673693747.0,,1455465651.0,
- Công ty CP Đầu tư và Pháttriển Tân Thành,c) Trong đó: Phải thu khác là các bên liên quan > - Công ty CP Đầu tư và Pháttriển Tân Thành,- Công ty CP Đầu tư và Pháttriển Tân Thành,172.913.753.054,(24.084.730.833),172.913.753.054,(6.500.510.532),172913753054.0,-24084730833.0,172913753054.0,-6500510532.0
,,,173.587.446.801,(24.084.730.833),174.369.218.705,(6.500.510.532),173587446801.0,-24084730833.0,174369218705.0,-6500510532.0
