row_label_raw,row_label_full,col_0,col_1,31/12/2023,01/01/2023,numeric__col_1,numeric__31/12/2023,numeric__01/01/2023
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Công cụ dụng cụ chờ phân bổ,14.239.699,40.769.707,,14239699.0,40769707.0
a),a) > a),a),- Chi phí sửa chữa,24.166.677,2.968.997,,24166677.0,2968997.0
a),a) > a),a),,38.406.376,43.738.704,,38406376.0,43738704.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),- Công cụ dụng cụ chờ phân bổ,261.650.940,503.642.220,,261650940.0,503642220.0
b),b) > b),b),- Chi phí sửa chữa tài sản,6.060.470.913,6.174.883.430,,6060470913.0,6174883430.0
b),b) > b),b),- Chi phí thẻ hội viên sân golf Phú Mỹ,1.731.843.015,1.784.723.955,,1731843015.0,1784723955.0
b),b) > b),b),- Giá trị lợi thế kinh doanh (*),93.293.078.186,112.595.059.406,,93293078186.0,112595059406.0
b),b) > b),b),,101.347.043.054,121.058.309.011,,101347043054.0,121058309011.0
