row_label_raw,row_label_full,Có đông,Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi,Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi_1,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi,numeric__Theo Giấy chứng nhận Đăng ký doanh nghiệp sửa đổi_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Có đông,Có đông,Có đông,VND,%,VND,%,VND,%,,,,,,
Tập đoàn Dầu khí Việt Nam,Có đông > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,18.721.414.770.000,"79,94%",18.721.414.770.000,"79,94%",18.721.414.770.000,"79,94%",18721414770000.0,0.7994,18721414770000.0,0.7994,18721414770000.0,0.7994
Các cố đông khác,Có đông > Các cố đông khác,Các cố đông khác,4.697.301.230.000,"20,06%",4.697.301.230.000,"20,06%",4.697.301.230.000,"20,06%",4697301230000.0,0.2006,4697301230000.0,0.2006,4697301230000.0,0.2006
,,,23.418.716.000.000,100%,23.418.716.000.000,100%,23.418.716.000.000,100%,23418716000000.0,1.0,23418716000000.0,1.0,23418716000000.0,1.0
Cố phiếu,Cố phiếu,Cố phiếu,,,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,,,,,,
Số lượng cố phiếu đã bán ra công chúng,Cố phiếu > Số lượng cố phiếu đã bán ra công chúng,Số lượng cố phiếu đã bán ra công chúng,,,2.341.871.600,,2.341.871.600,,,,2341871600.0,,2341871600.0,
Cố phiếu phổ thông,Cố phiếu > Cố phiếu phổ thông,Cố phiếu phổ thông,,,2.341.871.600,,2.341.871.600,,,,2341871600.0,,2341871600.0,
Số lượng cố phiếu đang lưu hành,Cố phiếu > Số lượng cố phiếu đang lưu hành,Số lượng cố phiếu đang lưu hành,,,2.341.871.600,,2.341.871.600,,,,2341871600.0,,2341871600.0,
Cố phiếu phổ thông,Cố phiếu > Cố phiếu phổ thông,Cố phiếu phổ thông,,,2.341.871.600,,2.341.871.600,,,,2341871600.0,,2341871600.0,
