row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,18.226.258.197.052,16.214.288.692.831,,300.0,,18226258197052.0,16214288692831.0
I.,I.,I.,Nợ ngắn hạn,310,,14.979.682.684.372,12.898.233.584.793,,310.0,,14979682684372.0,12898233584793.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,16,6.580.506.144.088,6.083.863.695.351,,311.0,16.0,6580506144088.0,6083863695351.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,1.964.903.000,1.964.903.000,,312.0,,1964903000.0,1964903000.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,17,48.682.993.941,6.072.505.547,,313.0,17.0,48682993941.0,6072505547.0
4.,4.,4.,Phải trả người lao động,314,,146.193.228.163,155.460.289.696,,314.0,,146193228163.0,155460289696.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,18,715.518.671.569,93.200.495.479,,315.0,18.0,715518671569.0,93200495479.0
6.,6.,6.,Phải trả ngắn hạn khác,319,19,2.616.641.106.813,2.317.622.173.121,,319.0,19.0,2616641106813.0,2317622173121.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,20,4.609.184.601.845,3.289.825.791.314,,320.0,20.0,4609184601845.0,3289825791314.0
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,22,205.455.087.777,918.113.948.095,,321.0,22.0,205455087777.0,918113948095.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,55.535.947.176,32.109.783.190,,322.0,,55535947176.0,32109783190.0
II.,II.,II.,Nợ dài hạn,330,,3.246.575.512.680,3.316.055.108.038,,330.0,,3246575512680.0,3316055108038.0
1.,1.,1.,Phải trả dài hạn khác,337,,28.155.441,28.155.441,,337.0,,28155441.0,28155441.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,20,1.395.364.512.376,1.967.146.058.250,,338.0,20.0,1395364512376.0,1967146058250.0
3.,3.,3.,Dự phòng phải trả dài hạn,342,22,1.733.363.603.060,1.231.061.652.544,,342.0,22.0,1733363603060.0,1231061652544.0
4.,4.,4.,Quỹ phát triển khoa học và công nghệ,343,,117.819.241.803,117.819.241.803,,343.0,,117819241803.0,117819241803.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,27.880.543.773.286,27.060.159.688.825,,400.0,,27880543773286.0,27060159688825.0
I.,I.,I.,Vốn chủ sở hữu,410,23,27.880.543.773.286,27.060.159.688.825,,410.0,23.0,27880543773286.0,27060159688825.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,23.418.716.000.000,23.418.716.000.000,,411.0,,23418716000000.0,23418716000000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,3.493.872.851.437,2.056.973.397.198,,418.0,,3493872851437.0,2056973397198.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,967.954.921.849,1.584.470.291.627,,421.0,,967954921849.0,1584470291627.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,967.954.921.849,1.584.470.291.627,,,,967954921849.0,1584470291627.0
,,,TỔNG CỘNG NGUỒN VỐN(440=300+400),440,,46.106.801.970.338,43.274.448.381.656,,440.0,,46106801970338.0,43274448381656.0
