row_label_raw,row_label_full,Trá trước cho người bán ngắn hạn,4.776.922.960,774.315.000,numeric__4.776.922.960,numeric__774.315.000
Công ty Cố phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,3.816.922.960,294.315.000,3816922960.0,294315000.0
Tổng công ty Dầu Việt Nam,Tổng công ty Dầu Việt Nam,Tổng công ty Dầu Việt Nam,960.000.000,-,960000000.0,
Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,-,480.000.000,,480000000.0
Phál thu khác ngắn hạn,Phál thu khác ngắn hạn,Phál thu khác ngắn hạn,244.500.702.972,243.911.194.706,244500702972.0,243911194706.0
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,218.489.976.676,218.489.976.676,218489976676.0,218489976676.0
Ban Quản lý Dự án Điện lực Dầu khí Vũng Áng-Quảng Trạch,Ban Quản lý Dự án Điện lực Dầu khí Vũng Áng-Quảng Trạch,Ban Quản lý Dự án Điện lực Dầu khí Vũng Áng-Quảng Trạch,20.217.829.253,20.217.829.253,20217829253.0,20217829253.0
Ngân hàng Thương mại Cố phần Đại chủng Việt Nam,Ngân hàng Thương mại Cố phần Đại chủng Việt Nam,Ngân hàng Thương mại Cố phần Đại chủng Việt Nam,4.755.616.437,4.358.287.672,4755616437.0,4358287672.0
Công ty Cố phần Xây dựng Dần dụng và Công nghiệp Dầu khí,Công ty Cố phần Xây dựng Dần dụng và Công nghiệp Dầu khí,Công ty Cố phần Xây dựng Dần dụng và Công nghiệp Dầu khí,845.101.105,845.101.105,845101105.0,845101105.0
Ban Quản lý Dự án Điện lực Dầu khí Thái Bình 2,Ban Quản lý Dự án Điện lực Dầu khí Thái Bình 2,Ban Quản lý Dự án Điện lực Dầu khí Thái Bình 2,192.179.501,-,192179501.0,
