row_label_raw,row_label_full,Bên liên quan,Mỗi quan hệ,numeric__Mỗi quan hệ
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Công ty mẹ,
Công ty Cố phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty con,
Công ty Cố phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cố phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cố phần Điện lực Dầu khí Nhơn Trạch 2,Công ty con,
Công ty Cố phần Thủy điện Đakđrinh,Công ty Cố phần Thủy điện Đakđrinh,Công ty Cố phần Thủy điện Đakđrinh,Công ty con,
Công ty Cố phần Thủy điện Hòa Na,Công ty Cố phần Thủy điện Hòa Na,Công ty Cố phần Thủy điện Hòa Na,Công ty con,
Các Tổng Công ty/Công ty khác thuộc Tập đoàn Dầu khí Việt Nam,Các Tổng Công ty/Công ty khác thuộc Tập đoàn Dầu khí Việt Nam,Các Tổng Công ty/Công ty khác thuộc Tập đoàn Dầu khí Việt Nam,Cùng Tập đoàn,
