row_label_raw,row_label_full,col_0,CHỈ TIỀU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,Lưu chuyển tiền tử hoạt động tài chính,Lưu chuyển tiền tử hoạt động tài chính,Lưu chuyển tiền tử hoạt động tài chính,Lưu chuyển tiền tử hoạt động tài chính,,,,
1.,III. > 1.,1.,Tiền thu từ đi vay,33,5.018.495.471.427,13.106.390.625.556,,33.0,5018495471427.0,13106390625556.0
2.,III. > 2.,2.,Tiền trả nợ gốc vay,34,(4.287.915.794.436),(15.605.566.028.483),,34.0,-4287915794436.0,-15605566028483.0
3.,III. > 3.,3.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(468.334.258.500),,36.0,,-468334258500.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,730.579.676.991,(2.967.509.661.427),,40.0,730579676991.0,-2967509661427.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(360.962.868.517),1.132.349.956.338,,50.0,-360962868517.0,1132349956338.0
,,,Tiền và tương đương tiền đầu năm,60,7.885.359.062.265,6.753.011.707.613,,60.0,7885359062265.0,6753011707613.0
,,,Ảnh hưởng của thay đối tỷ giả hồi đoái quy đổi ngoại tệ,61,(990.867),(2.601.686),,61.0,-990867.0,-2601686.0
,,,Tiền và tương đương tiền cuối năm (70=50+60+61),70,7.524.395.202.881,7.885.359.062.265,,70.0,7524395202881.0,7885359062265.0
