row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,26,17.490.632.211.574,17.062.167.162.186,,1.0,26.0,17490632211574.0,17062167162186.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,17.490.632.211.574,17.062.167.162.186,,10.0,,17490632211574.0,17062167162186.0
4.,4.,4.,Giá vốn hàng bán,11,27,16.185.635.474.617,15.867.982.327.580,,11.0,27.0,16185635474617.0,15867982327580.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.304.996.736.957,1.194.184.834.606,,20.0,,1304996736957.0,1194184834606.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,687.518.964.178,1.043.499.464.821,,21.0,29.0,687518964178.0,1043499464821.0
7.,7.,7.,Chỉ phí tài chính,22,30,310.511.338.653,348.137.368.887,,22.0,30.0,310511338653.0,348137368887.0
,,,- Trong đó: Chỉ phí lãi vay,23,,266.451.227.586,286.633.067.609,,23.0,,266451227586.0,286633067609.0
8.,8.,8.,Chỉ phí quản lý doanh nghiệp,26,31,623.819.752.008,(55.417.871.585),,26.0,31.0,623819752008.0,-55417871585.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-26),30,,1.058.184.610.474,1.944.964.802.125,,30.0,,1058184610474.0,1944964802125.0
10.,10.,10.,Thu nhập khác,31,,58.693.192.344,8.098.770.424,,31.0,,58693192344.0,8098770424.0
11.,11.,11.,Chỉ phí khác,32,,6.872.524.777,136.852.195.912,,32.0,,6872524777.0,136852195912.0
12.,12.,12.,Lợi nhuận/(lỗ) khác (40=31-32),40,32,51.820.667.567,(128.753.425.488),,40.0,32.0,51820667567.0,-128753425488.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.110.005.278.041,1.816.211.376.637,,50.0,,1110005278041.0,1816211376637.0
14.,14.,14.,Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,33,142.050.356.192,100.012.937.574,,51.0,33.0,142050356192.0,100012937574.0
15.,15.,15.,Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,131.728.147.436,,52.0,,,131728147436.0
