row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1,1.0
BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,BÁO CÁO KIÊM TOÁN ĐỘC LẬP,2,2.0
BẢNG CÂN Đ<|box_end|><|ref_start|> KÊ TOÁN,BẢNG CÂN Đ<|box_end|><|ref_start|> KÊ TOÁN,BẢNG CÂN Đ<|box_end|><|ref_start|> KÊ TOÁN,3 - 4,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KÍNH DOANH,BẢNG CÂN Đ<|box_end|><|ref_start|> KÊ TOÁN > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KÍNH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KÍNH DOANH,5,5.0
BÁO CÁO LUU CHUYÊN TIÊN TỆ,BÁO CÁO LUU CHUYÊN TIÊN TỆ,BÁO CÁO LUU CHUYÊN TIÊN TỆ,6 - 7,
THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,8 - 29,
