row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,14,539.477.818.187,907.200.407.575,1.0,14.0,539477818187.0,907200407575.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,539.477.818.187,907.200.407.575,10.0,,539477818187.0,907200407575.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,15,548.783.916.750,822.525.182.035,11.0,15.0,548783916750.0,822525182035.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),20,,(9.306.098.563),84.675.225.540,20.0,,-9306098563.0,84675225540.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,16,56.657.847.011,77.913.032.324,21.0,16.0,56657847011.0,77913032324.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,,(2.362.260.857),1.530.993.901,22.0,,-2362260857.0,1530993901.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,,6.037.457.648,5.949.481.410,25.0,,6037457648.0,5949481410.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,,3.394.189.391,3.723.485.967,26.0,,3394189391.0,3723485967.0
10. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,40.282.362.266,151.384.296.586,30.0,,40282362266.0,151384296586.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,4.046.053.563,20.668.252.611,31.0,,4046053563.0,20668252611.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,2.845.933.827,917.239.694,32.0,,2845933827.0,917239694.0
13. Lợi nhuận khác (40 = -32),13. Lợi nhuận khác (40 = -32),13. Lợi nhuận khác (40 = -32),40,,1.200.119.736,19.751.012.917,40.0,,1200119736.0,19751012917.0
14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,41.482.482.002,171.135.309.503,50.0,,41482482002.0,171135309503.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,19,10.163.273.961,15.056.685.117,51.0,19.0,10163273961.0,15056685117.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,31.319.208.041,156.078.624.386,60.0,,31319208041.0,156078624386.0
