row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
"Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản",53.932.759,"4,44",47.244.686,"4,23",53932759.0,4.44,47244686.0,4.23
Khai khoáng,Khai khoáng,Khai khoáng,13.848.233,"1,14",11.824.738,"1,06",13848233.0,1.14,11824738.0,1.06
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",195.480.485,"16,10",184.205.141,"16,49",195480485.0,16.1,184205141.0,16.49
"Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước",68.298.322,"5,62",54.226.819,"4,85",68298322.0,5.62,54226819.0,4.85
Xây dựng,Xây dựng,Xây dựng,108.049.832,"8,90",105.612.427,"9,46",108049832.0,8.9,105612427.0,9.46
"Bán buôn và bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",373.938.373,"30,79",340.021.921,"30,44",373938373.0,30.79,340021921.0,30.44
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,47.280.184,"3,89",45.798.432,"4,10",47280184.0,3.89,45798432.0,4.1
Dịch vụ,Dịch vụ,Dịch vụ,143.556.862,"11,82",145.510.899,"13,03",143556862.0,11.82,145510899.0,13.03
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,29.791.513,"2,45",29.960.325,"2,68",29791513.0,2.45,29960325.0,2.68
Ngành khác,Ngành khác,Ngành khác,180.119.353,"14,85",152.592.597,"13,66",180119353.0,14.85,152592597.0,13.66
,,,1.214.295.916,"100,00",1.116.997.985,"100,00",1214295916.0,100.0,1116997985.0,100.0
