row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"(Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","(Tăng)/Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",,(14.905.662),9.972.481,,-14905662.0,9972481.0
Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,,13.505.590,(10.064.536),,13505590.0,-10064536.0
(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,(75.803),(12.375),,-75803.0,-12375.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(97.297.933),(128.259.205),,-97297933.0,-128259205.0
"(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","13, 14.5, 14.6",(25.417.774),(19.686.295),,-25417774.0,-19686295.0
Giảm/(Tăng) khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) khác về tài sản hoạt động,Giảm/(Tăng) khác về tài sản hoạt động,,2.327.530,(711.579),,2327530.0,-711579.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
(Giảm) các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > (Giảm) các khoản nợ Chính phủ và NHNN,(Giảm) các khoản nợ Chính phủ và NHNN,,(4.130.532),(14.945.095),,-4130532.0,-14945095.0
"Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác",,5.577.669,(2.514.970),,5577669.0,-2514970.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,25.104.641,142.899.173,,25104641.0,142899173.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,464.330,22.781.001,,464330.0,22781001.0
"Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,466.850,90.225,,466850.0,90225.0
(Giảm) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,,(2.289.779),(24.928),,-2289779.0,-24928.0
Chi từ quỹ của tổ chức tín dụng,Những thay đổi về công nợ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,,(198),(379),,-198.0,-379.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(67.912.810),33.744.863,,-67912810.0,33744863.0
