row_label_raw,row_label_full,"I. Tổng số cán bộ, nhân viên bình quân trong năm (người)",Năm nay > 26.481,Năm trước > 25.702,numeric__Năm nay > 26.481,numeric__Năm trước > 25.702
"II. Thu nhập của cán bộ, nhân viên (triệu đồng)","II. Thu nhập của cán bộ, nhân viên (triệu đồng)","II. Thu nhập của cán bộ, nhân viên (triệu đồng)",,,,
1. Tổng thu nhập,"II. Thu nhập của cán bộ, nhân viên (triệu đồng) > 1. Tổng thu nhập",1. Tổng thu nhập,8.246.282,8.378.924,8246282.0,8378924.0
2. Thu nhập bình quân tháng (triệu đồng),"II. Thu nhập của cán bộ, nhân viên (triệu đồng) > 2. Thu nhập bình quân tháng (triệu đồng)",2. Thu nhập bình quân tháng (triệu đồng),"25,95","27,17",25.95,27.17
