row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,27.061.345,"2,23",23.265.159,"2,08",27061345.0,2.23,23265159.0,2.08
Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,3.541.739,"0,29",3.416.995,"0,31",3541739.0,0.29,3416995.0,0.31
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,308.543.368,"25,41",277.606.671,"24,85",308543368.0,25.41,277606671.0,24.85
Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,60.682.631,"5,00",65.658.232,"5,88",60682631.0,5.0,65658232.0,5.88
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,349.789.977,"28,81",331.609.672,"29,69",349789977.0,28.81,331609672.0,29.69
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,998,-,725,-,998.0,,725.0,
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,20.842.782,"1,72",21.626.375,"1,94",20842782.0,1.72,21626375.0,1.94
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,679.196,"0,06",991.905,"0,09",679196.0,0.06,991905.0,0.09
"Doanh nghiệp tư nhân, cá nhân Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Doanh nghiệp tư nhân, cá nhân Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội","Doanh nghiệp tư nhân, cá nhân Đơn vị hành chính sự nghiệp, Đắng, đoàn thể và hiệp hội",442.520.980,"36,43",391.959.180,"35,08",442520980.0,36.43,391959180.0,35.08
Khác,Khác,Khác,632.900,"0,05",763.831,"0,07",632900.0,0.05,763831.0,0.07
,,,-,-,99.240,"0,01",,,99240.0,0.01
,,,1.214.295.916,"100,00",1.116.997.985,"100,00",1214295916.0,100.0,1116997985.0,100.0
