row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết ngoại bằng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC),numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết ngoại bằng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC)
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,1.209.834.462,1.250.376.638,253.604.032,167.933,134.111.800,1209834462.0,1250376638.0,253604032.0,167933.0,134111800.0
Nước ngoài,Nước ngoài,Nước ngoài,27.756.913,24.273.620,1.685.723,-,1.766.182,27756913.0,24273620.0,1685723.0,,1766182.0
