row_label_raw,row_label_full,col_0,Nguyên giá/Giá trị hợp lý khi ghi nhận ban đầu,Giá trị khấu hao lũy kế,Giá trị còn lại,numeric__Nguyên giá/Giá trị hợp lý khi ghi nhận ban đầu,numeric__Giá trị khấu hao lũy kế,numeric__Giá trị còn lại
,,,Triệu VND,Triệu VND,Triệu VND,,,
TSCĐ vô hình có giá trị lớn trong tổng tài sản,TSCĐ vô hình có giá trị lớn trong tổng tài sản,TSCĐ vô hình có giá trị lớn trong tổng tài sản,4.131.861,951.406,3.180.455,4131861.0,951406.0,3180455.0
Nguyên giá của TSCĐ vô hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình đã khấu hao hết nhưng vẫn còn sử dụng,725.284,725.284,-,725284.0,725284.0,
Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,74,74,-,74.0,74.0,
