row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,48.259.359,"3,93",47.720.474,"4,28",48259359.0,3.93,47720474.0,4.28
Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,82.658.637,"6,74",70.282.718,"6,31",82658637.0,6.74,70282718.0,6.31
Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc nhà Nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc nhà Nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc nhà Nước giữ quyền chi phối,273.758,"0,02",301.324,"0,03",273758.0,0.02,301324.0,0.03
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,68.770.162,"5,61",53.396.770,"4,79",68770162.0,5.61,53396770.0,4.79
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,59.972.732,"4,89",59.026.313,"5,30",59972732.0,4.89,59026313.0,5.3
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,89.616.762,"7,31",83.347.921,"7,48",89616762.0,7.31,83347921.0,7.48
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,787.923,"0,06",187.908,"0,02",787923.0,0.06,187908.0,0.02
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,2.768.524,"0,23",5.279.517,"0,47",2768524.0,0.23,5279517.0,0.47
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,62.434.876,"5,09",43.485.846,"3,90",62434876.0,5.09,43485846.0,3.9
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.160.030,"0,09",559.590,"0,05",1160030.0,0.09,559590.0,0.05
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",635.518.001,"51,81",618.067.553,"55,48",635518001.0,51.81,618067553.0,55.48
"Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội",36.504.700,"2,98",33.023.753,"2,96",36504700.0,2.98,33023753.0,2.96
Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,137.948.478,"11,24",99.482.937,"8,93",137948478.0,11.24,99482937.0,8.93
,,,1.226.673.942,"100,00",1.114.162.624,"100,00",1226673942.0,100.0,1114162624.0,100.0
