row_label_raw,row_label_full,col_0,2021Cổ phiếu phổ thông,2020Cổ phiếu phổ thông,numeric__2021Cổ phiếu phổ thông,numeric__2020Cổ phiếu phổ thông
Số lượng cổ phiếu đăng ký,Số lượng cổ phiếu đăng ký,Số lượng cổ phiếu đăng ký,907.551.649,783.987.486,907551649.0,783987486.0
Số lượng cổ phiếu đã phát hànhCổ phiếu phổ thông- Trong đó: cổ phiếu bị hạn chế quyềnchuyển giao quyền sở hữu,Số lượng cổ phiếu đã phát hànhCổ phiếu phổ thông- Trong đó: cổ phiếu bị hạn chế quyềnchuyển giao quyền sở hữu,Số lượng cổ phiếu đã phát hànhCổ phiếu phổ thông- Trong đó: cổ phiếu bị hạn chế quyềnchuyển giao quyền sở hữu,907.551.649907.551.64912.990.216,783.987.486783.987.48611.642.061,9.075516499075516e+25,7.839874867839874e+25
Số lượng cổ phiếu đã mua lại,Số lượng cổ phiếu đã mua lại,Số lượng cổ phiếu đã mua lại,(82.376),(82.376),-82376.0,-82376.0
Số lượng cổ phiếu đang lưu hànhCổ phiếu phổ thông- Trong đó: cổ phiếu bị hạn chế quyềnchuyển giao quyền sở hữu,Số lượng cổ phiếu đang lưu hànhCổ phiếu phổ thông- Trong đó: cổ phiếu bị hạn chế quyềnchuyển giao quyền sở hữu,Số lượng cổ phiếu đang lưu hànhCổ phiếu phổ thông- Trong đó: cổ phiếu bị hạn chế quyềnchuyển giao quyền sở hữu,907.469.273907.469.27312.990.216,783.905.110783.905.11011.642.061,9.074692739074693e+25,7.839051107839051e+25
