row_label_raw,row_label_full,Ông Trương Gia Bình,Chủ tịch,numeric__Chủ tịch
Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Ông Bùi Quang Ngọc,Phó chủ tịch,
Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Ông Đỗ Cao Bảo,Uỷ viên,
Ông Jean Charles Belliol,Ông Jean Charles Belliol,Ông Jean Charles Belliol,Uỷ viên,
Ông Lê Song Lai,Ông Lê Song Lai,Ông Lê Song Lai,Uỷ viên,
Ông Tomokazu Hamaguchi,Ông Tomokazu Hamaguchi,Ông Tomokazu Hamaguchi,Uỷ viên,
Ông Dan E Khoo,Ông Dan E Khoo,Ông Dan E Khoo,Uỷ viên,
