row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
i),i),i),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,,
i),i) > i),i),Công ty Cổ phần Viễn Thông FPT,20.448.046.317,16.827.370.007,,20448046317.0,16827370007.0
i),i) > i),i),Công ty TNHH Phần mềm FPT,35.660.918.380,18.612.653.037,,35660918380.0,18612653037.0
i),i) > i),i),Công ty TNHH Hệ thống Thông tin FPT,6.741.527.109,6.355.272.079,,6741527109.0,6355272079.0
i),i) > i),i),Công ty Cổ phần Synnex FPT,112.244.636,199.108.278,,112244636.0,199108278.0
i),i) > i),i),Công ty TNHH Giáo dục FPT,23.140.700,11.005.362.199,,23140700.0,11005362199.0
i),i) > i),i),Công ty CP Dịch vụ trực tuyến FPT,87.541.766,72.692.893,,87541766.0,72692893.0
i),i) > i),i),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,1.176.891.760,1.188.029.766,,1176891760.0,1188029766.0
i),i) > i),i),Công ty TNHH FPT Smart Cloud,653.997.674,189.997.686,,653997674.0,189997686.0
i),i) > i),i),Công ty TNHH Đầu tư FPT,22.330.678,-,,22330678.0,
i),i) > i),i),Công ty TNHH FPT Digital,8.266.522,-,,8266522.0,
i),i) > i),i),,64.934.905.542,54.450.485.945,,64934905542.0,54450485945.0
ii),ii),ii),Phải thu về cho vay (Thuyết minh 7),Phải thu về cho vay (Thuyết minh 7),Phải thu về cho vay (Thuyết minh 7),,,
ii),ii) > ii),ii),Công ty TNHH Hệ thống Thông tin FPT,171.825.000.000,-,,171825000000.0,
ii),ii) > ii),ii),Công ty TNHH Đầu tư FPT,233.900.000.000,195.900.000.000,,233900000000.0,195900000000.0
ii),ii) > ii),ii),,405.725.000.000,195.900.000.000,,405725000000.0,195900000000.0
iii),iii),iii),Cổ tức phải thu (Thuyết minh 8),Cổ tức phải thu (Thuyết minh 8),Cổ tức phải thu (Thuyết minh 8),,,
iii),iii) > iii),iii),Công ty TNHH Phần mềm FPT,600.000.000.000,420.000.000.000,,600000000000.0,420000000000.0
iii),iii) > iii),iii),Công ty TNHH Giáo dục FPT,200.000.000.000,150.000.000.000,,200000000000.0,150000000000.0
iii),iii) > iii),iii),Công ty Cổ phần Viễn Thông FPT,-,249.845.764.000,,,249845764000.0
iii),iii) > iii),iii),Công ty TNHH Hệ thống Thông tin FPT,100.000.000.000,-,,100000000000.0,
iii),iii) > iii),iii),,900.000.000.000,819.845.764.000,,900000000000.0,819845764000.0
iv),iv),iv),Phải thu ngắn hạn khác (Thuyết minh 8),Phải thu ngắn hạn khác (Thuyết minh 8),Phải thu ngắn hạn khác (Thuyết minh 8),,,
iv),iv) > iv),iv),Công ty TNHH Đầu tư FPT,53.433.867.655,57.931.303.842,,53433867655.0,57931303842.0
iv),iv) > iv),iv),Công ty TNHH Hệ thống Thông tin FPT,135.223.116.789,135.839.638.954,,135223116789.0,135839638954.0
iv),iv) > iv),iv),Công ty TNHH Phần mềm FPT,31.429.000,138.461.000,,31429000.0,138461000.0
iv),iv) > iv),iv),Công ty TNHH Giáo dục FPT,-,20.610.000,,,20610000.0
iv),iv) > iv),iv),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,-,14.406.000,,,14406000.0
iv),iv) > iv),iv),Công ty Cổ phần Viễn Thông FPT,8.686.000,652.366.800,,8686000.0,652366800.0
iv),iv) > iv),iv),,188.697.099.444,194.596.786.596,,188697099444.0,194596786596.0
