row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
300,300,300,NỘ PHẢI TRẢ,,7.249.555.305.009,5.498.847.412.441,,,7249555305009.0,5498847412441.0
310,310,310,Nợ ngắn hạn,,5.910.587.954.096,5.249.581.662.441,,,5910587954096.0,5249581662441.0
311,311,311,Phải trả người bán ngắn hạn,12,653.609.107.701,473.313.612.285,,12.0,653609107701.0,473313612285.0
312,312,312,Người mua trả tiền trước ngắn hạn,,9.718.538.547,365.063.567,,,9718538547.0,365063567.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,13(b),1.284.228.387,4.357.222.239,,,1284228387.0,4357222239.0
314,314,314,Phải trả người lao động,,23.909.450.344,30.968.596.336,,,23909450344.0,30968596336.0
315,315,315,Chi phí phải trả ngắn hạn,14,125.208.220.729,39.671.569.536,,14.0,125208220729.0,39671569536.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17(a),7.790.157.327,3.847.703.821,,,7790157327.0,3847703821.0
319,319,319,Phải trả ngắn hạn khác,15,233.087.433.391,269.620.587.064,,15.0,233087433391.0,269620587064.0
320,320,320,Vay ngắn hạn,16(a),4.648.000.000.000,4.295.030.000.000,,,4648000000000.0,4295030000000.0
321,321,321,Dự phòng phải trả ngắn hạn,,18.000.000.000,10.189.080.000,,,18000000000.0,10189080000.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,189.980.817.670,122.218.227.593,,,189980817670.0,122218227593.0
330,330,330,Nợ dài hạn,,1.338.967.350.913,249.265.750.000,,,1338967350913.0,249265750000.0
336,336,336,Doanh thu chưa thực hiện dài hạn,17(b),239.735.046.288,249.265.750.000,,,239735046288.0,249265750000.0
338,338,338,Vay dài hạn,16(b),1.099.205.700.000,-,,,1099205700000.0,
341,341,341,Thuế thu nhập hoãn lại phải trả,,26.604.625,-,,,26604625.0,
400,400,400,VỐN CHỦ SỞ HỮU,,12.401.758.380.461,11.105.325.310.856,,,12401758380461.0,11105325310856.0
410,410,410,Vốn chủ sở hữu,,12.401.758.380.461,11.105.325.310.856,,,12401758380461.0,11105325310856.0
411,411,411,Vốn góp của chủ sở hữu,"18, 19",9.075.516.490.000,7.839.874.860.000,,,9075516490000.0,7839874860000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,9.075.516.490.000,7.839.874.860.000,,,9075516490000.0,7839874860000.0
412,412,412,Thặng dư vốn cổ phần,19,49.941.441.360,49.941.441.360,,19.0,49941441360.0,49941441360.0
415,415,415,Cổ phiếu quỹ,19,(823.760.000),(823.760.000),,19.0,-823760000.0,-823760000.0
418,418,418,Quỹ đầu tư phát triển,19,103.009.261,103.009.261,,19.0,103009261.0,103009261.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,19,87.203.093.024,87.203.093.024,,19.0,87203093024.0,87203093024.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",19,3.189.818.106.816,3.129.026.667.211,,19.0,3189818106816.0,3129026667211.0
421a,421a,421a,- LNST chưa phân phối của các năm trước,,1.156.367.839.211,1.028.610.004.465,,,1156367839211.0,1028610004465.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,2.033.450.267.605,2.100.416.662.746,,,2033450267605.0,2100416662746.0
440,440,440,TỔNG NGUỒN VỐN,,19.651.313.685.470,16.604.172.723.297,,,19651313685470.0,16604172723297.0
