row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
v),v),v),Phải trả người bán ngắn hạn (Thuyết minh 12),,,,,
v),v) > v),v),Công ty Cổ phần Viễn thông FPT,3.055.164.472,5.551.413.133,,3055164472.0,5551413133.0
v),v) > v),v),Công ty TNHH Giáo dục FPT,459.551.440.113,308.494.627.889,,459551440113.0,308494627889.0
v),v) > v),v),Công ty TNHH Hệ thống Thông tin FPT,29.366.848.191,25.685.136.785,,29366848191.0,25685136785.0
v),v) > v),v),Công ty CP Dịch vụ trực tuyến FPT,951.598.450,946.550.000,,951598450.0,946550000.0
v),v) > v),v),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,158.880.265,2.861.632.227,,158880265.0,2861632227.0
v),v) > v),v),Công ty TNHH Phần mềm FPT,6.069.641.380,8.818.320.750,,6069641380.0,8818320750.0
v),v) > v),v),Công ty TNHH Đầu tư FPT,1.595.000.000,1.595.000.000,,1595000000.0,1595000000.0
v),v) > v),v),Công ty Cổ phần Synnex FPT,33.200.002,265.840.003,,33200002.0,265840003.0
v),v) > v),v),Công ty TNHH FPT Smart Cloud,48.193.006,1.074.992.997,,48193006.0,1074992997.0
,,,,500.829.965.879,355.293.513.784,,500829965879.0,355293513784.0
vi),vi),vi),Phải trả ngắn hạn khác (Thuyết minh 15),,,,,
vi),vi) > vi),vi),Công ty TNHH Giáo dục FPT,2.739.028.337,30.315.118.672,,2739028337.0,30315118672.0
vi),vi) > vi),vi),Công ty TNHH Hệ thống Thông tin FPT,143.766.111.625,157.881.723.216,,143766111625.0,157881723216.0
vi),vi) > vi),vi),Công ty TNHH Phần mềm FPT,39.133.446.617,28.480.644.564,,39133446617.0,28480644564.0
vi),vi) > vi),vi),Công ty Cổ phần Viễn Thông FPT,28.041.134,1.064.190.977,,28041134.0,1064190977.0
vi),vi) > vi),vi),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,270.752.646,1.526.452.162,,270752646.0,1526452162.0
vi),vi) > vi),vi),Công ty TNHH Đầu tư FPT,1.499.385.154,13.659.729.928,,1499385154.0,13659729928.0
vi),vi) > vi),vi),Công ty TNHH FPT Digital,369.124.800,-,,369124800.0,
,,,,187.805.890.313,232.927.859.519,,187805890313.0,232927859519.0
vii),vii),vii),Vay ngắn hạn (Thuyết minh 16),,,,,
vii),vii) > vii),vii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,1.520.000.000.000,845.000.000.000,,1520000000000.0,845000000000.0
vii),vii) > vii),vii),Công ty TNHH FPT Smart Cloud,-,82.000.000.000,,,82000000000.0
vii),vii) > vii),vii),Công ty TNHH Giáo dục FPT,810.000.000.000,590.000.000.000,,810000000000.0,590000000000.0
vii),vii) > vii),vii),Công ty TNHH Hệ thống Thông tin FPT,1.930.000.000.000,896.000.000.000,,1930000000000.0,896000000000.0
vii),vii) > vii),vii),Công ty TNHH Phần mềm FPT,346.000.000.000,1.877.030.000.000,,346000000000.0,1877030000000.0
vii),vii) > vii),vii),Công ty TNHH Đầu tư FPT,-,5.000.000.000,,,5000000000.0
vii),vii) > vii),vii),Công ty TNHH FPT Digital,42.000.000.000,-,,42000000000.0,
,,,,4.648.000.000.000,4.295.030.000.000,,4648000000000.0,4295030000000.0
