row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2021VND,2020VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,Tiền thu từ phát hành cổ phiếu,,52.097.680.000,33.917.900.000,,,52097680000.0,33917900000.0
33,Mãsố > 33,33,Tiền thu đi vay,,17.864.205.700.000,10.657.030.000.000,,,17864205700000.0,10657030000000.0
34,Mãsố > 34,34,Tiền chi trả nợ gốc vay,,(16.412.030.000.000),(6.959.000.000.000),,,-16412030000000.0,-6959000000000.0
36,Mãsố > 36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(1.695.439.595.275),(1.464.543.679.775),,,-1695439595275.0,-1464543679775.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(191.166.215.275),2.267.404.220.225,,,-191166215275.0,2267404220225.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,33.598.154.084,1.341.759.690.282,,,33598154084.0,1341759690282.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,2.062.744.834.148,720.832.090.017,,3.0,2062744834148.0,720832090017.0
61,Mãsố > 61,61,Ảnh hưởng của thay đối tỷ giá hối đoái quy đổingoại tệ,,(20.030.723),153.053.849,,,-20030723.0,153053849.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,2.096.322.957.509,2.062.744.834.148,,3.0,2096322957509.0,2062744834148.0
