row_label_raw,row_label_full,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,col_1,36.754.000.000,numeric__col_1,numeric__36.754.000.000
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,1.500.000.000.000,1.420.000.000.000,1500000000000.0,1420000000000.0
Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,233.882.847.700,171.133.791.000,233882847700.0,171133791000.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,300.000.000.000,100.000.000.000,300000000000.0,100000000000.0
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,716.032.897.252,492.291.700.707,716032897252.0,492291700707.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,149.907.458.000,601.901.160.000,149907458000.0,601901160000.0
Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,87.893.800.000,17.578.760.000,87893800000.0,17578760000.0
