row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND
01,01,01,Doanh thu cung cấp dịch vụ,,401.008.821.298,291.964.092.178,,,401008821298.0,291964092178.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về cung cấp dịch vụ (10 = 01 - 02),20,401.008.821.298,291.964.092.178,,20.0,401008821298.0,291964092178.0
11,02 > 11,11,Giá vốn dịch vụ cung cấp,21,88.563.927.849,70.845.327.323,,21.0,88563927849.0,70845327323.0
20,02 > 20,20,Lợi nhuận gộp về cung cấp dịch vụ (20 = 10 - 11),,312.444.893.449,221.118.764.855,,,312444893449.0,221118764855.0
21,02 > 21,21,Doanh thu hoạt động tài chính,22,3.381.173.543.195,3.189.254.995.222,,22.0,3381173543195.0,3189254995222.0
22,02 > 22,22,Chi phí tài chính,23,233.763.317.924,139.062.950.468,,23.0,233763317924.0,139062950468.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,233.796.715.258,138.911.372.017,,,233796715258.0,138911372017.0
25,02 > 25,25,Chi phí bán hàng,,7.230.524.202,4.380.835.730,,,7230524202.0,4380835730.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,24,523.178.632.267,373.815.162.930,,24.0,523178632267.0,373815162930.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,2.929.445.962.251,2.893.114.810.949,,,2929445962251.0,2893114810949.0
31,02 > 31,31,Thu nhập khác,,905.925.070,339.058.283,,,905925070.0,339058283.0
32,02 > 32,32,Chi phí khác,,730.395.444,323.922.416,,,730395444.0,323922416.0
40,02 > 40,40,Lợi nhuận khác (40 = 31 - 32),,175.529.626,15.135.867,,,175529626.0,15135867.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,2.929.621.491.877,2.893.129.946.816,,,2929621491877.0,2893129946816.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,25,45.041.674,8.808.174.070,,25.0,45041674.0,8808174070.0
52,02 > 52,52,Thu nhập thuế TNDN hoãn lại,25,(11.343.090.402),-,,25.0,-11343090402.0,
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,2.940.919.540.605,2.884.321.772.746,,,2940919540605.0,2884321772746.0
