row_label_raw,row_label_full,Công ty TNHH Hệ thống Thông tin FPT,67.488.965.457,36.887.704.438,numeric__67.488.965.457,numeric__36.887.704.438
Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,24.852.682.510,73.056.115.818,24852682510.0,73056115818.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,75.406.701.514,13.769.640.729,75406701514.0,13769640729.0
Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,26.416.323.677,13.556.545.368,26416323677.0,13556545368.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,29.036.932,553.202.486,29036932.0,553202486.0
Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,Công ty Cổ phần Viễn thông FPT,1.025.161,4.622.083,1025161.0,4622083.0
Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,1.133.999.998,1.083.541.095,1133999998.0,1083541095.0
Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,1.528.234.703,-,1528234703.0,
,,,196.856.969.952,138.911.372.017,196856969952.0,138911372017.0
