row_label_raw,row_label_full,col_0,2021VND,2020VND,numeric__2021VND,numeric__2020VND
Lợi nhuận kế toán trước thuế Điều chỉnh:,Lợi nhuận kế toán trước thuế Điều chỉnh:,Lợi nhuận kế toán trước thuế Điều chỉnh:,2.929.621.491.877,2.893.129.946.816,2929621491877.0,2893129946816.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(2.987.717.002.952),(2.839.659.411.707),-2987717002952.0,-2839659411707.0
Chi phí không được khấu trừ,Chi phí không được khấu trừ,Chi phí không được khấu trừ,8.362.226.757,14.199.107.475,8362226757.0,14199107475.0
Khác,Khác,Khác,(6.756.959.321),(23.628.772.233),-6756959321.0,-23628772233.0
(Lỗ)/ Lợi nhuận kế toán trước thuế sau điều chỉnh,(Lỗ)/ Lợi nhuận kế toán trước thuế sau điều chỉnh,(Lỗ)/ Lợi nhuận kế toán trước thuế sau điều chỉnh,(56.490.243.639),44.040.870.351,-56490243639.0,44040870351.0
Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),(11.298.048.728),8.808.174.070,-11298048728.0,8808174070.0
Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,,,,
Thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,45.041.674,8.808.174.070,45041674.0,8808174070.0
Thuế TNDN - hoãn lại,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh: > Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,(11.343.090.402),-,-11343090402.0,
,,,(11.298.048.728),8.808.174.070,-11298048728.0,8808174070.0
