row_label_raw,row_label_full,col_0,col_1,Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CẦN ĐỐI KẾ TOẤN,31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CẦN ĐỐI KẾ TOẤN,31/12/2019Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CẦN ĐỐI KẾ TOẤN,numeric__col_1,numeric__Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CẦN ĐỐI KẾ TOẤN,numeric__31/12/2020Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CẦN ĐỐI KẾ TOẤN,numeric__31/12/2019Triệu VND > CÁC CHỈ TIÊU NGOÀI BẢNG CẦN ĐỐI KẾ TOẤN
2,2,2,Cam kết giao dịch hối đoáiTrong đó:,38,6.443.232,1.395.807,,38.0,6443232.0,1395807.0
2,2,2,▪ Cam kết giao dịch hoán đổi,,6.443.232,1.395.807,,,6443232.0,1395807.0
4,4,4,Cam kết trong nghiệp vụ L/C,38,1.222.571,909.803,,38.0,1222571.0,909803.0
5,5,5,Bảo lãnh khác,38,884.071,345.143,,38.0,884071.0,345143.0
