row_label_raw,row_label_full,09,Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(30.571),(159.241),numeric__Tăng các khoản tiền gửi và cho vay các tổ chức tín dụng khác,numeric__(30.571),numeric__(159.241)
10,10,10,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(12.852.590),1.725.972,,-12852590.0,1725972.0
12,12,12,Tăng các khoản cho vay khách hàng,(23.542.965),(18.343.706),,-23542965.0,-18343706.0
13,13,13,Giảm nguồn dự phòng để bù đắp tồn thất các khoản,(491.003),(124.749),,-491003.0,-124749.0
14,14,14,Tăng khác về tài sản hoạt động,(246.963),(62.557),,-246963.0,-62557.0
