row_label_raw,row_label_full,col_0,2020Triệu VND,2019Triệu VND,numeric__2020Triệu VND,numeric__2019Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
• Thu hồi các khoản nợ đã được xử lý rủi ro,Thu nhập từ hoạt động khác > • Thu hồi các khoản nợ đã được xử lý rủi ro,• Thu hồi các khoản nợ đã được xử lý rủi ro,201.646,8.913,201646.0,8913.0
• Lãi từ thanh lý tài sản cố định,Thu nhập từ hoạt động khác > • Lãi từ thanh lý tài sản cố định,• Lãi từ thanh lý tài sản cố định,9.152,1.013,9152.0,1013.0
• Thu khác,Thu nhập từ hoạt động khác > • Thu khác,• Thu khác,6.204,845,6204.0,845.0
,,,217.002,10.771,217002.0,10771.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
• Chi phí quản lý nợ,Chi phí hoạt động khác > • Chi phí quản lý nợ,• Chi phí quản lý nợ,-,(17.859),,-17859.0
• Chi phí khác,Chi phí hoạt động khác > • Chi phí khác,• Chi phí khác,(7.598),(6.905),-7598.0,-6905.0
,,,(7.598),(24.764),-7598.0,-24764.0
Lãi/(lỗ) thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,209.404,(13.993),209404.0,-13993.0
