row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị theo hợp đồng– gộpTriệu VND,31/12/2020 > Tiền gửi ký quỹTriệu VND,31/12/2020 > Giá trị theo hợp đồng– thuầnTriệu VND,31/12/2019 > Giá trị theo hợp đồng– gộpTriệu VND,31/12/2019 > Tiền gửi ký quỹTriệu VND,31/12/2019 > Giá trị theo hợp đồng– thuầnTriệu VND,numeric__31/12/2020 > Giá trị theo hợp đồng– gộpTriệu VND,numeric__31/12/2020 > Tiền gửi ký quỹTriệu VND,numeric__31/12/2020 > Giá trị theo hợp đồng– thuầnTriệu VND,numeric__31/12/2019 > Giá trị theo hợp đồng– gộpTriệu VND,numeric__31/12/2019 > Tiền gửi ký quỹTriệu VND,numeric__31/12/2019 > Giá trị theo hợp đồng– thuầnTriệu VND
Cam kết giao dịchhối đoái,Cam kết giao dịchhối đoái,Cam kết giao dịchhối đoái,6.443.232,-,6.443.232,1.395.807,-,1.395.807,6443232.0,,6443232.0,1395807.0,,1395807.0
Trong đó:▪ Cam kết giao dịchhoán đổi tiền tệ,Trong đó:▪ Cam kết giao dịchhoán đổi tiền tệ,Trong đó:▪ Cam kết giao dịchhoán đổi tiền tệ,6.443.232,-,6.443.232,1.395.807,-,1.395.807,6443232.0,,6443232.0,1395807.0,,1395807.0
Cam kết trongnghiệp vụ L/C,Cam kết trongnghiệp vụ L/C,Cam kết trongnghiệp vụ L/C,1.224.892,(2.321),1.222.571,916.708,(6.905),909.803,1224892.0,-2321.0,1222571.0,916708.0,-6905.0,909803.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,922.314,(38.243),884.071,358.972,(13.829),345.143,922314.0,-38243.0,884071.0,358972.0,-13829.0,345143.0
