row_label_raw,row_label_full,col_0,2020Triệu VND,2019Triệu VND,numeric__2020Triệu VND,numeric__2019Triệu VND
1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,759.647,787.780,759647.0,787780.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi lương và phụ cấp,Trong đó: > ▪ Chi lương và phụ cấp,▪ Chi lương và phụ cấp,678.300,725.685,678300.0,725685.0
▪ Các khoản chi đóng góp theo lương,Trong đó: > ▪ Các khoản chi đóng góp theo lương,▪ Các khoản chi đóng góp theo lương,58.817,44.663,58817.0,44663.0
▪ Chi trợ cấp,Trong đó: > ▪ Chi trợ cấp,▪ Chi trợ cấp,599,146,599.0,146.0
▪ Chi khác,Trong đó: > ▪ Chi khác,▪ Chi khác,21.931,17.286,21931.0,17286.0
2. Chi về tài sản,Trong đó: > 2. Chi về tài sản,2. Chi về tài sản,362.771,275.313,362771.0,275313.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi phí thuê tài sản,Trong đó: > ▪ Chi phí thuê tài sản,▪ Chi phí thuê tài sản,137.540,116.294,137540.0,116294.0
▪ Chi phí khấu hao tài sản cố định,Trong đó: > ▪ Chi phí khấu hao tài sản cố định,▪ Chi phí khấu hao tài sản cố định,92.707,74.755,92707.0,74755.0
▪ Bảo dưỡng và sửa chữa tài sản,Trong đó: > ▪ Bảo dưỡng và sửa chữa tài sản,▪ Bảo dưỡng và sửa chữa tài sản,103.295,56.528,103295.0,56528.0
▪ Chi phí khác,Trong đó: > ▪ Chi phí khác,▪ Chi phí khác,29.229,27.736,29229.0,27736.0
"3. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > 3. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","3. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",99.837,72.735,99837.0,72735.0
"4. Chi hội nghị, lễ tân, khách tiết và tiếp khách","Trong đó: > 4. Chi hội nghị, lễ tân, khách tiết và tiếp khách","4. Chi hội nghị, lễ tân, khách tiết và tiếp khách",129.989,111.258,129989.0,111258.0
"5. Chi xuất bản tài liệu, quảng cáo","Trong đó: > 5. Chi xuất bản tài liệu, quảng cáo","5. Chi xuất bản tài liệu, quảng cáo",80.631,68.859,80631.0,68859.0
"6. Chi điện nước, vệ sinh cơ quan","Trong đó: > 6. Chi điện nước, vệ sinh cơ quan","6. Chi điện nước, vệ sinh cơ quan",33.429,28.718,33429.0,28718.0
7. Dự phòng rủi ro (i),Trong đó: > 7. Dự phòng rủi ro (i),7. Dự phòng rủi ro (i),(13.989),18.542,-13989.0,18542.0
"8. Chi vật liệu, giấy tờ in","Trong đó: > 8. Chi vật liệu, giấy tờ in","8. Chi vật liệu, giấy tờ in",38.341,30.674,38341.0,30674.0
9. Chi thuê GTGT không được khấu trừ,Trong đó: > 9. Chi thuê GTGT không được khấu trừ,9. Chi thuê GTGT không được khấu trừ,32.105,31.866,32105.0,31866.0
10. Chi về các hoạt động đoàn thể của Ngân hàng,Trong đó: > 10. Chi về các hoạt động đoàn thể của Ngân hàng,10. Chi về các hoạt động đoàn thể của Ngân hàng,14.737,22.097,14737.0,22097.0
11. Chi phí công tác,Trong đó: > 11. Chi phí công tác,11. Chi phí công tác,10.658,11.727,10658.0,11727.0
12. Các khoản chi khác,Trong đó: > 12. Các khoản chi khác,12. Các khoản chi khác,67.308,83.724,67308.0,83724.0
,,,1.615.464,1.543.293,1615464.0,1543293.0
