row_label_raw,row_label_full,Chỉ tiêu,Phát sinh trong năm > Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Phát sinh trong năm > Số dư cuối năm,numeric__Phát sinh trong năm > Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Phát sinh trong năm > Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,903,6.772,6.873,802,903.0,6772.0,6873.0,802.0
a. Thuế GTGT,a. Thuế GTGT,a. Thuế GTGT,903,6.508,6.609,802,903.0,6508.0,6609.0,802.0
b. Thuế GTGT nhà thầu nước ngoài,b. Thuế GTGT nhà thầu nước ngoài,b. Thuế GTGT nhà thầu nước ngoài,-,264,264,-,,264.0,264.0,
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,44.877,21.172,46.442,19.607,44877.0,21172.0,46442.0,19607.0
a. Thuế TNDN,a. Thuế TNDN,a. Thuế TNDN,44.877,20.176,45.446,19.607,44877.0,20176.0,45446.0,19607.0
b. Thuế TNDN nhà thầu nước ngoài,b. Thuế TNDN nhà thầu nước ngoài,b. Thuế TNDN nhà thầu nước ngoài,-,996,996,-,,996.0,996.0,
"3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác",661,7.973,8.023,611,661.0,7973.0,8023.0,611.0
Tổng cộng,Tổng cộng,Tổng cộng,46.441,35.917,61.338,21.020,46441.0,35917.0,61338.0,21020.0
