row_label_raw,row_label_full,"29. Thu nhập từ góp vốn, mua cổ phần: > Cổ tức nhận được trong năm từ góp vốn, mua cổ phần",Năm 2024 > -,Năm 2023 > 7.191,numeric__Năm 2024 > -,numeric__Năm 2023 > 7.191
"Thu từ góp vốn, đầu tư dài hạn","Thu từ góp vốn, đầu tư dài hạn","Thu từ góp vốn, đầu tư dài hạn",-,7.173,,7173.0
"Thu nhập góp vốn, mua cổ phần","Thu nhập góp vốn, mua cổ phần","Thu nhập góp vốn, mua cổ phần",-,18,,18.0
Tổng cộng,Tổng cộng,Tổng cộng,-,7.191,,7191.0
