row_label_raw,row_label_full,Chỉ tiêu,31/12/2024,31/12/2023,numeric__31/12/2024,numeric__31/12/2023
Cam kết giao dịch ngoại hối,Cam kết giao dịch ngoại hối,Cam kết giao dịch ngoại hối,126.200,-,126200.0,
Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,126.200,-,126200.0,
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,45.168,51.315,45168.0,51315.0
Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,45.168,51.315,45168.0,51315.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,327.664,294.463,327664.0,294463.0
Bảo lãnh thanh toán,Bảo lãnh thanh toán,Bảo lãnh thanh toán,122.213,118.613,122213.0,118613.0
Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,65.890,62.849,65890.0,62849.0
Bảo lãnh dự thầu,Bảo lãnh dự thầu,Bảo lãnh dự thầu,14.222,9.380,14222.0,9380.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,125.339,103.621,125339.0,103621.0
Tổng,Tổng,Tổng,499.032,345.778,499032.0,345778.0
