row_label_raw,row_label_full,- Các khoản phải thu nội bộ,17.274,12.153,numeric__17.274,numeric__12.153
Tạm ứng nghiệp vụ,Tạm ứng nghiệp vụ,Tạm ứng nghiệp vụ,9.488,6.047,9488.0,6047.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,7.786,6.106,7786.0,6106.0
- Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,119.936,177.670,119936.0,177670.0
Khoản khác chờ Nhà nước thanh toán (**),Khoản khác chờ Nhà nước thanh toán (**),Khoản khác chờ Nhà nước thanh toán (**),4.790,5.139,4790.0,5139.0
"Tham ô, thiếu mất tiền, tài sản thiếu chờ xử lý (*)","Tham ô, thiếu mất tiền, tài sản thiếu chờ xử lý (*)","Tham ô, thiếu mất tiền, tài sản thiếu chờ xử lý (*)",14.489,14.489,14489.0,14489.0
Các khoản khác,Các khoản khác,Các khoản khác,100.657,158.042,100657.0,158042.0
Cộng,Cộng,Cộng,137.210,189.823,137210.0,189823.0
