row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,31.12.2022,31.12.2022_1,31.12.2021,31.12.2021_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__31.12.2022,numeric__31.12.2022_1,numeric__31.12.2021,numeric__31.12.2021_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
,,,I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),,,,,,,
27,STT > 27,27,Công ty TNHH Bất động sản Bách Hợp,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
28,STT > 28,28,Công ty TNHH Bất động sản Gia Đức,Tính Đồng Nai,Kinh doanh bất động sản,"100,00","100,00","99,99","99,99",,,,100.0,100.0,99.99,99.99
29,STT > 29,29,Công ty TNHH Bất động sản Gia Phú,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,95","99,99","99,99","99,99",,,,99.95,99.99,99.99,99.99
30,STT > 30,30,Công ty TNHH Bất động sản Nova Riverside,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,97","99,98",,,,99.98,99.98,99.97,99.98
31,STT > 31,31,Công ty Cổ phần Đầu tư Ngọc Linh Hoa,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,82","99,83","99,82","99,83",,,,99.82,99.83,99.82,99.83
32,STT > 32,32,Công ty TNHH Nova Property Management,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
33,STT > 33,33,Công ty TNHH Merufa-Nova,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,90","99,89","99,90",,,,99.89,99.9,99.89,99.9
34,STT > 34,34,Công ty Cổ phần Địa ốc Nhật Hoa,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,80","99,98","99,80","99,98",,,,99.8,99.98,99.8,99.98
35,STT > 35,35,Công ty Cổ phần Phát triển Đô thị Kỳ Nguyên,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
36,STT > 36,36,Công ty Cổ phần Bất động sản Đình Phát,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,95","99,96","99,95","99,96",,,,99.95,99.96,99.95,99.96
37,STT > 37,37,Công ty TNHH Đầu tư và Phát triển Bất động sản 350,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,99","99,97","99,99",,,,99.97,99.99,99.97,99.99
38,STT > 38,38,Công ty TNHH Đầu tư và Phát triển Bất động sản CQ89,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,56","99,59","99,56","99,59",,,,99.56,99.59,99.56,99.59
39,STT > 39,39,Công ty TNHH Đầu tư và Phát triển Địa ốc Gia Huy,TP Hồ Chí Minh,Kinh doanh bất động sản,"51,00","51,00","51,00","51,00",,,,51.0,51.0,51.0,51.0
40,STT > 40,40,Công ty Cổ phần Bất động sản Thỉnh Vương,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
41,STT > 41,41,Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,95","99,96","99,95","99,96",,,,99.95,99.96,99.95,99.96
42,STT > 42,42,Công ty Cổ phần Nova Hospitality,TP Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
43,STT > 43,43,Công ty Cổ phần Đầu tư Bất động sản Trường Tây,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,98","99,97","99,98",,,,99.97,99.98,99.97,99.98
44,STT > 44,44,Công ty Cổ phần Phát triển Đất Việt,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,67","99,69","99,67","99,69",,,,99.67,99.69,99.67,99.69
45,STT > 45,45,Công ty TNHH Đầu tư Phát triển Bất động sản An Phú Đông,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
46,STT > 46,46,Công ty TNHH Thành phố Aqua,Tỉnh Đồng Nai,Kinh doanh bất động sản,"69,98","70,00","69,92","70,00",,,,69.98,70.0,69.92,70.0
47,STT > 47,47,Công ty Cổ phần Huỳnh Gia Huy,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
48,STT > 48,48,Công ty TNHH Thương mại Đầu tư Địa Ốc 38,TP Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
49,STT > 49,49,Công ty Cổ phần Dịch vụ Du lịch Hòa Thắng,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"95,79","95,80","95,79","95,80",,,,95.79,95.8,95.79,95.8
50,STT > 50,50,Công ty Cổ phần Đầu tư Thư Minh Nguyễn,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"96,14","96,15","96,14","96,15",,,,96.14,96.15,96.14,96.15
