row_label_raw,row_label_full,col_0,Lợi thể thương mại VND,Thời gian phân bổ Năm,numeric__Lợi thể thương mại VND,numeric__Thời gian phân bổ Năm
Công ty Cổ phần Đầu tư Du lịch Trùng Dương,Công ty Cổ phần Đầu tư Du lịch Trùng Dương,Công ty Cổ phần Đầu tư Du lịch Trùng Dương,265.485.702.782,10,265485702782.0,10.0
Công ty Cổ phần Đức Tân,Công ty Cổ phần Đức Tân,Công ty Cổ phần Đức Tân,17.922.821.192,10,17922821192.0,10.0
,,,283.408.523.974,,283408523974.0,
