row_label_raw,row_label_full,Số dư đầu năm > Đầu tư thêm trong năm,Năm tài chính kết thúc ngày31.12.2022VND > 1.584.535.735.532 > 4.606.000.000,Năm tài chính kết thúc ngày31.12.2021VND > 1.645.203.026.029 > 752.318.000.000,numeric__Năm tài chính kết thúc ngày31.12.2022VND > 1.584.535.735.532 > 4.606.000.000,numeric__Năm tài chính kết thúc ngày31.12.2021VND > 1.645.203.026.029 > 752.318.000.000
Lãi từ các công ty liên kết,Lãi từ các công ty liên kết,Lãi từ các công ty liên kết,3.622.528.857,284.218.826,3622528857.0,284218826.0
Thanh lý khoản đầu tư trong năm,Thanh lý khoản đầu tư trong năm,Thanh lý khoản đầu tư trong năm,(8.288.802.300),(810.869.509.323),-8288802300.0,-810869509323.0
Cổ tức nhận được,Cổ tức nhận được,Cổ tức nhận được,(2.400.000.000),(2.400.000.000),-2400000000.0,-2400000000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.582.075.462.089,1.584.535.735.532,1582075462089.0,1584535735532.0
