row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 31.12.2022,Năm tài chính kết thúc ngày 31.12.2022_1,Năm tài chính kết thúc ngày 31.12.2022_2,Năm tài chính kết thúc ngày 31.12.2022_3,numeric__Năm tài chính kết thúc ngày 31.12.2022,numeric__Năm tài chính kết thúc ngày 31.12.2022_1,numeric__Năm tài chính kết thúc ngày 31.12.2022_2,numeric__Năm tài chính kết thúc ngày 31.12.2022_3
,,,Chuyển nhượng bất động sản VND,"Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, tư vấn phát triển dự án, tư vấn bán hàng và dịch vụ khác VND",Cho thuê tài sản VND,Tổng cộng VND,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,9.206.145.015.489,1.759.567.399.232,168.518.063.004,11.134.230.477.725,9206145015489.0,1759567399232.0,168518063004.0,11134230477725.0
Giá vốn,Giá vốn,Giá vốn,(5.224.442.081.259),(1.523.553.534.915),(134.745.907.169),(6.882.741.523.343),-5224442081259.0,-1523553534915.0,-134745907169.0,-6882741523343.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,3.981.702.934.230,236.013.864.317,33.772.155.835,4.251.488.954.382,3981702934230.0,236013864317.0,33772155835.0,4251488954382.0
,,,Năm tài chính kết thúc ngày 31.12.2021,Năm tài chính kết thúc ngày 31.12.2021,Năm tài chính kết thúc ngày 31.12.2021,Năm tài chính kết thúc ngày 31.12.2021,,,,
,,,Chuyển nhượng bất động sản VND,"Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, tư vấn phát triển dự án, tư vấn bán hàng và dịch vụ khác VND",Cho thuê tài sản VND,Tổng cộng VND,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,13.446.173.698.369,1.363.374.113.060,93.212.074.284,14.902.759.885.713,13446173698369.0,1363374113060.0,93212074284.0,14902759885713.0
Giá vốn,Giá vốn,Giá vốn,(7.462.058.175.341),(1.215.921.237.785),(89.172.783.916),(8.767.152.197.042),-7462058175341.0,-1215921237785.0,-89172783916.0,-8767152197042.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,5.984.115.523.028,147.452.875.275,4.039.290.368,6.135.607.688.671,5984115523028.0,147452875275.0,4039290368.0,6135607688671.0
