row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,11.150.728.886.696,14.967.335.269.790,,,11150728886696.0,14967335269790.0
02,02,02,Các khoản giảm trừ doanh thu,,(16.498.408.971),(64.575.384.077),,,-16498408971.0,-64575384077.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,30,11.134.230.477.725,14.902.759.885.713,,30.0,11134230477725.0,14902759885713.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,31,(6.882.741.523.343),(8.767.152.197.042),,31.0,-6882741523343.0,-8767152197042.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,4.251.488.954.382,6.135.607.688.671,,,4251488954382.0,6135607688671.0
21,21,21,Doanh thu hoạt động tài chính,32,5.004.795.281.883,3.644.645.699.649,,32.0,5004795281883.0,3644645699649.0
22,22,22,Chi phí tài chính,33,(4.148.522.226.595),(3.852.245.469.584),,33.0,-4148522226595.0,-3852245469584.0
23,23,23,- Trong đó: Chi phí lãi vay,33,(844.309.872.037),(514.315.367.150),,33.0,-844309872037.0,-514315367150.0
24,24,24,Phần lãi trong công ty liên kết,,3.622.528.857,284.218.826,,,3622528857.0,284218826.0
25,25,25,Chi phí bán hàng,34,(960.131.278.956),(1.291.095.498.588),,34.0,-960131278956.0,-1291095498588.0
26,26,26,Chi phí quản lý doanh nghiệp,35,(1.536.210.395.675),(1.325.621.428.707),,35.0,-1536210395675.0,-1325621428707.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,2.615.042.863.896,3.311.575.210.267,,,2615042863896.0,3311575210267.0
31,31,31,Thu nhập khác,36,1.668.784.014.492,2.381.546.814.672,,36.0,1668784014492.0,2381546814672.0
32,32,32,Chi phí khác,36,(301.760.530.356),(606.898.860.489),,36.0,-301760530356.0,-606898860489.0
40,40,40,Lợi nhuận khác,,1.367.023.484.136,1.774.647.954.183,,,1367023484136.0,1774647954183.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,3.982.066.348.032,5.086.223.164.450,,,3982066348032.0,5086223164450.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,37(b),(778.709.166.202),(1.322.966.306.295),,,-778709166202.0,-1322966306295.0
52,52,52,Chi phí thuế TNDN hoãn lại,37(a),(1.021.826.971.234),(308.504.019.243),,,-1021826971234.0,-308504019243.0
60,60,60,Lợi nhuận sau thuế TNDN,,2.181.530.210.596,3.454.752.838.912,,,2181530210596.0,3454752838912.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Cổ đông của Công ty,,2.162.071.222.708,3.224.687.028.176,,,2162071222708.0,3224687028176.0
62,62,62,Cổ đông không kiểm soát,,19.458.987.888,230.065.810.736,,,19458987888.0,230065810736.0
70,70,70,Lãi cơ bản trên cổ phiếu,28(a),1.112,1.819,,,1112.0,1819.0
71,71,71,Lãi suy giảm trên cổ phiếu,28(b),1.112,1.819,,,1112.0,1819.0
Danh Thúy Ngọc Người lập,Danh Thúy Ngọc Người lập,Danh Thúy Ngọc Người lập,Danh Thúy Ngọc Người lập,Huỳnh Minh Lâm Kế loán trường,Phạm Nguyễn Người được Người đại diện theo pháp luật ủy quyền Ngày 17 tháng 4 năm 2023,Phạm Nguyễn Người được Người đại diện theo pháp luật ủy quyền Ngày 17 tháng 4 năm 2023,,,,
