row_label_raw,row_label_full,Mã số,NGUỒN VÔN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__NGUỒN VÔN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
300,300,300,NỘ PHẢI TRẢ,,212.917.145.787.856,160.660.433.654.081,,,212917145787856.0,160660433654081.0
310,310,310,Nợ ngắn hạn,,78.174.120.549.026,49.214.830.460.474,,,78174120549026.0,49214830460474.0
311,311,311,Phải trả người bán ngắn hạn,18,10.541.134.728.752,4.879.749.347.856,,18.0,10541134728752.0,4879749347856.0
312,312,312,Người mua trả tiền trước ngår hạn,19,15.962.589.533.396,8.305.600.061.137,,19.0,15962589533396.0,8305600061137.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,20(b),836.356.436.163,659.489.772.855,,,836356436163.0,659489772855.0
314,314,314,Phải trả người lao động,21,6.515.581.060,80.560.724.042,,21.0,6515581060.0,80560724042.0
315,315,315,Chi phí phải trả ngắn hạn,22,8.300.430.613.154,6.138.794.128.571,,22.0,8300430613154.0,6138794128571.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,435.435.329,685.208.573,,,435435329.0,685208573.0
319,319,319,Phải trả ngắn hạn khác,23(a),13.315.137.416.630,10.056.969.544.836,,,13315137416630.0,10056969544836.0
320,320,320,Vay ngắn hạn,24(a),29.202.383.656.301,19.087.653.178.619,,,29202383656301.0,19087653178619.0
321,321,321,Dự phòng phải trả ngắn hạn,,4.302.440.892,493.786.636,,,4302440892.0,493786636.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,4.834.707.349,4.834.707.349,,,4834707349.0,4834707349.0
330,330,330,Nợ dài hạn,,134.743.025.238.830,111.445.603.193.607,,,134743025238830.0,111445603193607.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,12.968.787.945,13.284.223.270,,,12968787945.0,13284223270.0
337,337,337,Phải trả dài hạn khác,23(b),86.214.819.255.246,58.532.914.297.274,,,86214819255246.0,58532914297274.0
338,338,338,Vay dài hạn,24(b),35.666.512.929.989,41.430.753.323.566,,,35666512929989.0,41430753323566.0
341,341,341,Thuế thu nhập hoãn lại phải trả,37(a),12.616.064.305.061,11.335.537.857.006,,,12616064305061.0,11335537857006.0
342,342,342,Dự phòng phải trả dài hạn,25,232.659.960.589,133.113.492.491,,25.0,232659960589.0,133113492491.0
400,400,400,VÔN CHỦ SỞ HỮU,,44.817.730.380.165,41.173.113.331.969,,,44817730380165.0,41173113331969.0
410,410,410,Vốn chủ sở hữu,,44.817.730.380.165,41.173.113.331.969,,,44817730380165.0,41173113331969.0
411,411,411,Vốn góp của chủ sở hữu,"26, 27",19.501.045.380.000,19.304.213.190.000,,,19501045380000.0,19304213190000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,19.501.045.380.000,19.304.213.190.000,,,19501045380000.0,19304213190000.0
412,412,412,Thắng dư vốn cổ phần,27,5.051.601.924.626,5.023.225.314.626,,27.0,5051601924626.0,5023225314626.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",27,12.888.775.711.396,10.707.524.273.613,,27.0,12888775711396.0,10707524273613.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,10.707.524.273.613,7.483.265.037.059,,,10707524273613.0,7483265037059.0
421b,421b,421b,- LNST chưa phân phối năm nay,,2.181.251.437.783,3.224.259.236.554,,,2181251437783.0,3224259236554.0
429,429,429,Lợi ích cổ đông không kiểm soát,27,7.376.307.364.143,6.138.150.553.730,,27.0,7376307364143.0,6138150553730.0
440,440,440,TỔNG NGUỒN VÔN,,257.734.876.168.021,201.833.546.986.050,,,257734876168021.0,201833546986050.0
