row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,31.12.2022,31.12.2022_1,31.12.2021,31.12.2021_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động kinh doanh chính,numeric__31.12.2022,numeric__31.12.2022_1,numeric__31.12.2021,numeric__31.12.2021_1
STT,STT,STT,Tên,Địa điểm,Hoạt động kinh doanh chính,Quyền sở hữu (%),Quyền biểu quyết (%),Quyền sở hữu (%),Quyền biểu quyết (%),,,,,,,
,,,I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),I - Công ty con (tiếp theo),,,,,,,
83,STT > 83,83,Công ty Cổ phần Đức Tân (i),Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"99,85","100,00",-,-,,,,99.85,100.0,,
84,STT > 84,84,Công ty TNHH Đầu tư Địa ốc Novaland Đất Tâm (ii),TP Hồ Chí Minh,Kinh doanh bắt động sản,"51,00","51,00",-,-,,,,51.0,51.0,,
85,STT > 85,85,Công ty Cổ phần Đầu tư Du lịch Trùng Dương (iii),Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"99,36","99,50",-,-,,,,99.36,99.5,,
86,STT > 86,86,Công ty TNHH Bất động sản Đà Lạt Valley (iv),Tỉnh Đồng Nai,Kinh doanh bắt động sản,"72,62","72,62",-,-,,,,72.62,72.62,,
87,STT > 87,87,Công ty TNHH Đầu tư Trúc Quỳnh (v),TP Hồ Chí Minh,Kinh doanh bắt động sản,"99,99","100,00",-,-,,,,99.99,100.0,,
88,STT > 88,88,Công ty TNHH Vườn Bách Thảo Hồ Tràm (vi),Tỉnh Bà Rịa - Vũng Tàu,"Hoạt động các vườn bách thảo, bách thú và khu bảo tồn tự nhiên",-,-,"99,00","99,00",,,,,,99.0,99.0
89,STT > 89,89,Công ty TNHH Đầu tư Phát triển Nhà ở và Hạ tầng Sài Gòn (vii),TP Hồ Chí Minh,Kinh doanh bắt động sản,-,-,"100,00","100,00",,,,,,100.0,100.0
90,STT > 90,90,Công ty TNHH Đầu tư và Phát triển Bất động sản Khánh An (vii),TP Hồ Chí Minh,Kinh doanh bắt động sản,-,-,"99,99","99,99",,,,,,99.99,99.99
91,STT > 91,91,Công ty TNHH Carava Resort (vii),Tỉnh Khánh Hòa,Kinh doanh bắt động sản,-,-,"95,48","95,49",,,,,,95.48,95.49
