row_label_raw,row_label_full,col_0,Tài sân/(Nợ phải trả),Tài sân/(Nợ phải trả)_1,numeric__Tài sân/(Nợ phải trả),numeric__Tài sân/(Nợ phải trả)_1
,,,31/12/2022Triệu VND,31/12/2021Triệu VND,,
Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,,
▪ Vốn góp của Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Vốn góp của Ngân hàng,▪ Vốn góp của Ngân hàng,500.000,500.000,500000.0,500000.0
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(761),(15.538),-761.0,-15538.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(3.000),(15.000),-3000.0,-15000.0
▪ Các khoản phải trả khác cho Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Các khoản phải trả khác cho Ngân hàng,▪ Các khoản phải trả khác cho Ngân hàng,8.795,11.462,8795.0,11462.0
▪ Các khoản phải thu Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Các khoản phải thu Ngân hàng,▪ Các khoản phải thu Ngân hàng,(19),(120),-19.0,-120.0
Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,,
▪ Vốn góp của Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Vốn góp của Ngân hàng,▪ Vốn góp của Ngân hàng,1.260.000,1.260.000,1260000.0,1260000.0
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(889.694),(245.448),-889694.0,-245448.0
▪ Tiền gửi có kỳ hạn của Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Tiền gửi có kỳ hạn của Ngân hàng,▪ Tiền gửi có kỳ hạn của Ngân hàng,3.525.000,2.100.000,3525000.0,2100000.0
▪ Chứng chi tiền gửi tại Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Chứng chi tiền gửi tại Ngân hàng,▪ Chứng chi tiền gửi tại Ngân hàng,1.420.000,400.000,1420000.0,400000.0
▪ Các khoản phải trả khác cho Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Các khoản phải trả khác cho Ngân hàng,▪ Các khoản phải trả khác cho Ngân hàng,509.556,5.747,509556.0,5747.0
Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Thăng Long GTC > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(9.182),(60.785),-9182.0,-60785.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Thăng Long GTC > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(314.900),(370.400),-314900.0,-370400.0
Công ty Cổ phần Tập đoàn BRG và công ty con,Công ty Cổ phần Tập đoàn BRG và công ty con,Công ty Cổ phần Tập đoàn BRG và công ty con,Công ty Cổ phần Tập đoàn BRG và công ty con,Công ty Cổ phần Tập đoàn BRG và công ty con,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Tập đoàn BRG và công ty con > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(345.320),(152.553),-345320.0,-152553.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Tập đoàn BRG và công ty con > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(268.094),(631.545),-268094.0,-631545.0
▪ Tiền vay tại Ngân hàng,Công ty Cổ phần Tập đoàn BRG và công ty con > ▪ Tiền vay tại Ngân hàng,▪ Tiền vay tại Ngân hàng,302,-,302.0,
▪ Bảo lãnh tại Ngân hàng,Công ty Cổ phần Tập đoàn BRG và công ty con > ▪ Bảo lãnh tại Ngân hàng,▪ Bảo lãnh tại Ngân hàng,942.967,3.425,942967.0,3425.0
