row_label_raw,row_label_full,col_0,Trong nướcTriệu VND,Nước ngoàiTriệu VND,Tổng cộngTriệu VND,numeric__Trong nướcTriệu VND,numeric__Nước ngoàiTriệu VND,numeric__Tổng cộngTriệu VND
Tổng dư nợ cho vay khách hàng và các TCTD khác,Tổng dư nợ cho vay khách hàng và các TCTD khác,Tổng dư nợ cho vay khách hàng và các TCTD khác,131.877.157,379.738,132.256.895,131877157.0,379738.0,132256895.0
Tổng tiền gửi của khách hàng và các TCTD khác,Tổng tiền gửi của khách hàng và các TCTD khác,Tổng tiền gửi của khách hàng và các TCTD khác,145.543.598,69.101,145.612.699,145543598.0,69101.0,145612699.0
Các cam kết tín dụng,Các cam kết tín dụng,Các cam kết tín dụng,6.010.011,-,6.010.011,6010011.0,,6010011.0
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,47.804,-,47.804,47804.0,,47804.0
Kinh doanh và đầu tư chứng khoán,Kinh doanh và đầu tư chứng khoán,Kinh doanh và đầu tư chứng khoán,29.931.205,-,29.931.205,29931205.0,,29931205.0
