row_label_raw,row_label_full,Tên,31/12/2022,31/12/2022_1,31/12/2021,31/12/2021_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2021,numeric__31/12/2021_1
Tên,Tên,Tên,Giá gốcTriệu VND,Tỷ lệnấm giữ,Giá gốcTriệu VND,Tỷ lệnấm giữ,,,,
Công ty TNHH MTV Quản lý nợ vàKhai thác Tài sản SeABank,Tên > Công ty TNHH MTV Quản lý nợ vàKhai thác Tài sản SeABank,Công ty TNHH MTV Quản lý nợ vàKhai thác Tài sản SeABank,500.000,100%,500.000,100%,500000.0,1.0,500000.0,1.0
Công ty Tài chính TNHH MTV Bưu điện,Tên > Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,1.260.000,100%,1.260.000,100%,1260000.0,1.0,1260000.0,1.0
,,,1.760.000,,1.760.000,,1760000.0,,1760000.0,
