row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2022Triệu VND,31/12/2021Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.037.776,1.075.997,,4.0,1037776.0,1075997.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam (“NHNNVN”),5,9.280.904,4.796.702,,5.0,9280904.0,4796702.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng (“TCTD”) khác,6,48.593.410,44.690.477,,6.0,48593410.0,44690477.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,44.987.465,37.333.492,,,44987465.0,37333492.0
2,A > 2,2,Cho vay các TCTD khác,,3.605.945,7.356.985,,,3605945.0,7356985.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,5.407.085,13.482.630,,7.0,5407085.0,13482630.0
1,A > 1,1,Chứng khoán kinh doanh,,5.407.085,13.494.009,,,5407085.0,13494009.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,-,(11.379),,,,-11379.0
VI,A > VI,VI,Cho vay khách hàng,,146.950.195,123.159.955,,,146950195.0,123159955.0
1,A > 1,1,Cho vay khách hàng,8,149.226.760,124.899.910,,8.0,149226760.0,124899910.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(2.276.565),(1.739.955),,9.0,-2276565.0,-1739955.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,8.184.344,16.393.870,,,8184344.0,16393870.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,10(a),7.869.250,16.117.832,,,7869250.0,16117832.0
2,A > 2,2,Chứng khoán đầu tư nắm giữ đến ngày đáo hạn,10(b),319.364,319.364,,,319364.0,319364.0
3,A > 3,3,Dự phòng chứng khoán đầu tư,11,(4.270),(43.326),,11.0,-4270.0,-43326.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",12,1.817.951,1.841.729,,12.0,1817951.0,1841729.0
1,A > 1,1,Đầu tư vào công ty con,,1.760.000,1.760.000,,,1760000.0,1760000.0
4,A > 4,4,Đầu tư dài hạn khác,,59.070,83.172,,,59070.0,83172.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(1.119),(1.443),,,-1119.0,-1443.0
X,A > X,X,Tài sản cố định (“TSCĐ”),,1.080.992,880.990,,,1080992.0,880990.0
1,A > 1,1,Tài sản cố định hữu hình,13,425.090,285.757,,13.0,425090.0,285757.0
A,A > A,A,Nguyên giá,,872.157,675.433,,,872157.0,675433.0
B,A > B,B,Hao mòn TSCĐ,,(447.067),(389.676),,,-447067.0,-389676.0
3,A > 3,3,Tài sản cố định vô hình,14,655.902,595.233,,14.0,655902.0,595233.0
A,A > A,A,Nguyên giá,,849.107,757.656,,,849107.0,757656.0
B,A > B,B,Hao mòn TSCĐ,,(193.205),(162.423),,,-193205.0,-162423.0
XII,A > XII,XII,Tài sản Có khác,15,9.815.811,5.725.066,,15.0,9815811.0,5725066.0
1,A > 1,1,Các khoản phải thu,,5.963.308,1.955.563,,,5963308.0,1955563.0
2,A > 2,2,Các khoản lãi và phí phải thu,,2.503.670,1.665.984,,,2503670.0,1665984.0
4,A > 4,4,Tài sản Có khác,,1.376.226,2.131.576,,,1376226.0,2131576.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(27.393),(28.057),,,-27393.0,-28057.0
,,,TỔNG TÀI SẢN,,232.168.468,212.047.416,,,232168468.0,212047416.0
