row_label_raw,row_label_full,col_0,col_1,2022Triệu VND,2021Triệu VND,numeric__col_1,numeric__2022Triệu VND,numeric__2021Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định,(291.947),(113.197),,-291947.0,-113197.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",24.102,21.041,,24102.0,21041.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",7.893,15.986,,7893.0,15986.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪHOẠT ĐỘNG ĐẦU TƯ,(259.952),(76.170),,-259952.0,-76170.0
II,II,II,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
01,II > 01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,3.610.673,2.405.623,,3610673.0,2405623.0
III,II > III,III,LU'U CHUYÊN TIÊN THUÀN TỪHOẠT ĐỘNG TÀI CHÍNH,3.610.673,2.405.623,,3610673.0,2405623.0
IV,II > IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,12.099.954,13.179.488,,12099954.0,13179488.0
V,II > V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN ĐẦU NĂM,43.206.191,30.026.703,,43206191.0,30026703.0
VII,II > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN CUỐI NĂM (THUYẾT MINH 36),55.306.145,43.206.191,,55306145.0,43206191.0
