row_label_raw,row_label_full,col_0,Tài sân/(Nợ phải trả),Tài sân/(Nợ phải trả)_1,numeric__Tài sân/(Nợ phải trả),numeric__Tài sân/(Nợ phải trả)_1
,,,31/12/2022Triệu VND,31/12/2021Triệu VND,,
Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,,,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Du lịch Dịch vụ Hà Nội > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(21.069),(9.473),-21069.0,-9473.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Du lịch Dịch vụ Hà Nội > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(295.782),(301.228),-295782.0,-301228.0
▪ Bảo lãnh tại Ngân hàng,Công ty Cổ phần Du lịch Dịch vụ Hà Nội > ▪ Bảo lãnh tại Ngân hàng,▪ Bảo lãnh tại Ngân hàng,5.191,5.103,5191.0,5103.0
Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,,,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(11.518),(25.704),-11518.0,-25704.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(1.470.631),(1.679.300),-1470631.0,-1679300.0
▪ Bảo lãnh tại Ngân hàng,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP > ▪ Bảo lãnh tại Ngân hàng,▪ Bảo lãnh tại Ngân hàng,582,-,582.0,
Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,,,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(84.865),(163.416),-84865.0,-163416.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(2.350.000),(3.000.000),-2350000.0,-3000000.0
