row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,%,31/12/2021Triệu VND,%_1,numeric__31/12/2022Triệu VND,numeric__%,numeric__31/12/2021Triệu VND,numeric__%_1
"Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản","Nông nghiệp, lâm nghiệp và thuỷ sản",141.735,"0,09",186.674,"0,15",141735.0,0.09,186674.0,0.15
Khai khoáng,Khai khoáng,Khai khoáng,1.284.768,"0,86",1.182.702,"0,95",1284768.0,0.86,1182702.0,0.95
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",11.390.000,"7,63",7.857.069,"6,29",11390000.0,7.63,7857069.0,6.29
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",1.326.144,"0,89",1.563.952,"1,25",1326144.0,0.89,1563952.0,1.25
Xây dựng,Xây dựng,Xây dựng,6.340.235,"4,25",4.597.966,"3,68",6340235.0,4.25,4597966.0,3.68
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",22.605.524,"15,15",21.195.602,"16,97",22605524.0,15.15,21195602.0,16.97
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,9.871.501,"6,62",8.615.412,"6,90",9871501.0,6.62,8615412.0,6.9
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,12.035.540,"8,07",10.969.642,"8,78",12035540.0,8.07,10969642.0,8.78
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,4.298.000,"2,88",2.620.737,"2,10",4298000.0,2.88,2620737.0,2.1
Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,3.308.279,"2,22",2.298.678,"1,84",3308279.0,2.22,2298678.0,1.84
Hoạt động kinh doanh bắt động sản,Hoạt động kinh doanh bắt động sản,Hoạt động kinh doanh bắt động sản,7.332.956,"4,91",5.845.064,"4,68",7332956.0,4.91,5845064.0,4.68
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",9.809.000,"6,57",7.990.560,"6,40",9809000.0,6.57,7990560.0,6.4
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,104.328,"0,07",119.426,"0,10",104328.0,0.07,119426.0,0.1
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",9.874.313,"6,62",7.585.494,"6,07",9874313.0,6.62,7585494.0,6.07
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",33.725.951,"22,60",27.266.314,"21,83",33725951.0,22.6,27266314.0,21.83
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,15.778.486,"10,57",15.004.618,"12,01",15778486.0,10.57,15004618.0,12.01
,,,149.226.760,"100,00",124.899.910,"100,00",149226760.0,100.0,124899910.0,100.0
