row_label_raw,row_label_full,col_0,Tại ngày 31 tháng 12 năm 2022 > Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),Tại ngày 31 tháng 12 năm 2022 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo),Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo),numeric__Tại ngày 31 tháng 12 năm 2022 > Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),numeric__Tại ngày 31 tháng 12 năm 2022 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo),numeric__Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),numeric__Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo)
,,,Triệu VND,Tài sản/ (Nợ phải trả) Triệu VND,Triệu VND,Tài sản/ (Nợ phải trả) Triệu VND,,,,
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,30.349.361,(42.203),44.384.185,4.052,30349361.0,-42203.0,44384185.0,4052.0
Giao dịch kỳ hạn lãi suất,Giao dịch kỳ hạn lãi suất,Giao dịch kỳ hạn lãi suất,597.258,9.205,-,-,597258.0,9205.0,,
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,82.465.401,52.765,92.696.124,(104.126),82465401.0,52765.0,92696124.0,-104126.0
Giao dịch hoán đổi lãi suất,Giao dịch hoán đổi lãi suất,Giao dịch hoán đổi lãi suất,2.318.270,(34.730),3.478.270,52.270,2318270.0,-34730.0,3478270.0,52270.0
,,,115.730.290,(14.963),140.558.579,(47.804),115730290.0,-14963.0,140558579.0,-47804.0
