row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2022 Triệu VND,31/12/2021 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2022 Triệu VND,numeric__31/12/2021 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và NHNNVN,16,3.838.696,2.172.763,,16.0,3838696.0,2172763.0
1,B > 1,1,"Tiền gửi và vay Chính phủ, NHNNVN",,3.838.696,2.172.763,,,3838696.0,2172763.0
II,B > II,II,Tiền gửi và vay các TCTD khác,17,60.609.321,58.611.446,,17.0,60609321.0,58611446.0
1,B > 1,1,Tiền gửi của các TCTD khác,,45.155.459,35.798.180,,,45155459.0,35798180.0
2,B > 2,2,Vay các TCTD khác,,15.453.862,22.813.266,,,15453862.0,22813266.0
III,B > III,III,Huy động từ tiền gửi của khách hàng,18,115.550.779,109.814.519,,18.0,115550779.0,109814519.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,19,14.963,47.804,,19.0,14963.0,47804.0
VI,B > VI,VI,Huy động từ phát hành giấy tờ có giá cho khách hàng,20,21.504.600,19.053.200,,20.0,21504600.0,19053200.0
VII,B > VII,VII,Các khoản nợ khác,21,4.409.402,3.517.492,,21.0,4409402.0,3517492.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,3.644.040,2.947.320,,,3644040.0,2947320.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,765.362,570.172,,,765362.0,570172.0
,,,TỔNG NỘ PHẢI TRẢ,,205.927.761,193.217.224,,,205927761.0,193217224.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn và các quỹ,22,26.240.707,18.830.192,,22.0,26240707.0,18830192.0
1,B > 1,1,Vốn,,21.607.167,15.595.507,,,21607167.0,15595507.0
A,B > A,A,Vốn điều lệ,,20.402.983,14.784.884,,,20402983.0,14784884.0
C,B > C,C,Thặng dư vốn cổ phần,,1.204.184,810.623,,,1204184.0,810623.0
2,B > 2,2,Các quỹ của TCTD,,1.110.867,813.692,,,1110867.0,813692.0
5,B > 5,5,Lợi nhuận chưa phân phối,,3.522.673,2.420.993,,,3522673.0,2420993.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,26.240.707,18.830.192,,,26240707.0,18830192.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,232.168.468,212.047.416,,,232168468.0,212047416.0
