row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,31/12/2021Triệu VND,numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND
"Cho vay các tổ chức kinh tế, cá nhân trong nước","Cho vay các tổ chức kinh tế, cá nhân trong nước","Cho vay các tổ chức kinh tế, cá nhân trong nước",148.854.143,124.514.411,148854143.0,124514411.0
Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,5.761,5.761,5761.0,5761.0
Cho vay các tổ chức kinh tế và cá nhân nước ngoài,Cho vay các tổ chức kinh tế và cá nhân nước ngoài,Cho vay các tổ chức kinh tế và cá nhân nước ngoài,366.856,379.738,366856.0,379738.0
,,,149.226.760,124.899.910,149226760.0,124899910.0
Phân tích chất lượng dư nợ cho vay:,Phân tích chất lượng dư nợ cho vay:,Phân tích chất lượng dư nợ cho vay:,Phân tích chất lượng dư nợ cho vay:,Phân tích chất lượng dư nợ cho vay:,,
,,,31/12/2022Triệu VND,31/12/2021Triệu VND,,
Nhóm 1 - Nợ đủ tiêu chuẩn,Phân tích chất lượng dư nợ cho vay: > Nhóm 1 - Nợ đủ tiêu chuẩn,Nhóm 1 - Nợ đủ tiêu chuẩn,146.658.946,122.717.627,146658946.0,122717627.0
Nhóm 2 - Nợ cần chú ý,Phân tích chất lượng dư nợ cho vay: > Nhóm 2 - Nợ cần chú ý,Nhóm 2 - Nợ cần chú ý,290.480,133.717,290480.0,133717.0
Nhóm 3 - Nợ dưới tiêu chuẩn,Phân tích chất lượng dư nợ cho vay: > Nhóm 3 - Nợ dưới tiêu chuẩn,Nhóm 3 - Nợ dưới tiêu chuẩn,391.536,307.217,391536.0,307217.0
Nhóm 4 - Nợ nghi ngờ,Phân tích chất lượng dư nợ cho vay: > Nhóm 4 - Nợ nghi ngờ,Nhóm 4 - Nợ nghi ngờ,168.082,316.348,168082.0,316348.0
Nhóm 5 - Nợ có khả năng mất vốn,Phân tích chất lượng dư nợ cho vay: > Nhóm 5 - Nợ có khả năng mất vốn,Nhóm 5 - Nợ có khả năng mất vốn,1.717.716,1.425.001,1717716.0,1425001.0
,,,149.226.760,124.899.910,149226760.0,124899910.0
