row_label_raw,row_label_full,col_0,Tỷ giá ngày > 31/12/2022 VND,Tỷ giá ngày > 31/12/2021 VND,numeric__Tỷ giá ngày > 31/12/2022 VND,numeric__Tỷ giá ngày > 31/12/2021 VND
AUD,AUD,AUD,"16.068,00","16.593,00",16068.0,16593.0
CAD,CAD,CAD,"17.452,00","17.974,00",17452.0,17974.0
CHF,CHF,CHF,"25.450,00","24.892,00",25450.0,24892.0
KRW,KRW,KRW,"18,81","19,28",18.81,19.28
EUR,EUR,EUR,"25.284,00","25.981,00",25284.0,25981.0
GBP,GBP,GBP,"28.582,00","30.958,00",28582.0,30958.0
HKD,HKD,HKD,"3.018,00","2.920,00",3018.0,2920.0
JPY,JPY,JPY,"179,00","198,50",179.0,198.5
SGD,SGD,SGD,"17.617,00","16.934,00",17617.0,16934.0
THB,THB,THB,"681,00","678,00",681.0,678.0
USD,USD,USD,"23.530,00","22.840,00",23530.0,22840.0
XAU,XAU,XAU,"6.615.000,00","6.110.000,00",6615000.0,6110000.0
