row_label_raw,row_label_full,(Triệu VND),Chưa quá hạn và chưa phải lập dự phòng,Đã quá hạn nhưng chưa phải lập dự phòng,Đã quá hạn và đã lập dự phòng,Tổng cộng,numeric__Chưa quá hạn và chưa phải lập dự phòng,numeric__Đã quá hạn nhưng chưa phải lập dự phòng,numeric__Đã quá hạn và đã lập dự phòng,numeric__Tổng cộng
Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,9.280.904,-,-,9.280.904,9280904.0,,,9280904.0
Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,48.593.410,-,-,48.593.410,48593410.0,,,48593410.0
Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,146.008.296,650.650,2.567.814,149.226.760,146008296.0,650650.0,2567814.0,149226760.0
Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,8.188.614,-,-,8.188.614,8188614.0,,,8188614.0
Tài sản tài chính khác - gộp,Tài sản tài chính khác - gộp,Tài sản tài chính khác - gộp,8.439.585,-,27.393,8.466.978,8439585.0,,27393.0,8466978.0
,,,220.510.809,650.650,2.595.207,223.756.666,220510809.0,650650.0,2595207.0,223756666.0
