row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,VNDTriệu VND,USDTriệu VND,EURTriệu VND,Tiền tệ khácTriệu VND,TổngTriệu VND,numeric__VNDTriệu VND,numeric__USDTriệu VND,numeric__EURTriệu VND,numeric__Tiền tệ khácTriệu VND,numeric__TổngTriệu VND
Tài sản,Tài sản,Tài sản,,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",3.750.500,1.304.829,174.744,753.840,5.983.913,3750500.0,1304829.0,174744.0,753840.0,5983913.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,7.746.359,867.075,-,-,8.613.434,7746359.0,867075.0,,,8613434.0
Tiền gửi và cho vay các TCTD khác – gộp,Tài sản > Tiền gửi và cho vay các TCTD khác – gộp,Tiền gửi và cho vay các TCTD khác – gộp,3.560.424,2.793.657,27.673,270.775,6.652.529,3560424.0,2793657.0,27673.0,270775.0,6652529.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,487.413,38.861,17.201,543.475,,487413.0,38861.0,17201.0,543475.0
Cho vay khách hàng – gộp,Tài sản > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,243.072.080,6.234.181,-,410.464,249.716.725,243072080.0,6234181.0,,410464.0,249716725.0
Hoạt động mua nợ – gộp,Tài sản > Hoạt động mua nợ – gộp,Hoạt động mua nợ – gộp,-,549.040,-,-,549.040,,549040.0,,,549040.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,78.168.715,-,-,-,78.168.715,78168715.0,,,,78168715.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",3.246.564,-,-,-,3.246.564,3246564.0,,,,3246564.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,7.735.785,-,-,-,7.735.785,7735785.0,,,,7735785.0
Tài sản Có khác – gộp,Tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,47.491.498,325.851,-,83.990,47.901.339,47491498.0,325851.0,,83990.0,47901339.0
Tổng tài sản (1),Tài sản > Tổng tài sản (1),Tổng tài sản (1),394.771.925,12.562.046,241.278,1.536.270,409.111.519,394771925.0,12562046.0,241278.0,1536270.0,409111519.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,,,,,,
Các khoản nợ NHNNVN,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,5.293.086,-,-,-,5.293.086,5293086.0,,,,5293086.0
Tiền gửi và vay các TCTD khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,4.994.026,2.489.321,1.251,29.239,7.513.837,4994026.0,2489321.0,1251.0,29239.0,7513837.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,334.654.024,10.689.112,181.226,308.063,345.832.425,334654024.0,10689112.0,181226.0,308063.0,345832425.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả và vốn chủ sở hữu > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,50.874,-,-,471.291,522.165,50874.0,,,471291.0,522165.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả và vốn chủ sở hữu > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",708,-,-,-,708,708.0,,,,708.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,8.065.904,5,-,-,8.065.909,8065904.0,5.0,,,8065909.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,10.766.452,208.307,6.875,9.947,10.991.581,10766452.0,208307.0,6875.0,9947.0,10991581.0
Vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Vốn chủ sở hữu,Vốn chủ sở hữu,24.165.341,-,-,-,24.165.341,24165341.0,,,,24165341.0
Tổng nợ phải trả và vốn chủ sở hữu (2),Nợ phải trả và vốn chủ sở hữu > Tổng nợ phải trả và vốn chủ sở hữu (2),Tổng nợ phải trả và vốn chủ sở hữu (2),387.990.415,13.386.745,189.352,818.540,402.385.052,387990415.0,13386745.0,189352.0,818540.0,402385052.0
Trạng thái tiền tệ nội bằng [(3)=(1)-(2)],Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội bằng [(3)=(1)-(2)],Trạng thái tiền tệ nội bằng [(3)=(1)-(2)],6.781.510,(824.699),51.926,717.730,6.726.467,6781510.0,-824699.0,51926.0,717730.0,6726467.0
Trạng thái tiền tệ ngoại bằng (4),Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ ngoại bằng (4),Trạng thái tiền tệ ngoại bằng (4),-,(182.478),(54.977),(199.294),(436.749),,-182478.0,-54977.0,-199294.0,-436749.0
"Trạng thái tiền tệ nội, ngoại bằng [(5)=(3)+(4)]","Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội, ngoại bằng [(5)=(3)+(4)]","Trạng thái tiền tệ nội, ngoại bằng [(5)=(3)+(4)]",6.781.510,(1.007.177),(3.051),518.436,6.289.718,6781510.0,-1007177.0,-3051.0,518436.0,6289718.0
