row_label_raw,row_label_full,Được phân loại là nợ phải trả tài chínhđược xác định theo giá trị phân bố:- Các khoản nợ NHNNVN,31/12/2018 > Giá trị ghi số Triệu VND > (5.293.086),31/12/2018 > Giá trị hợp lý Triệu VND > (*),31/12/2017 > Giá trị ghi số Triệu VND > (231.484),31/12/2017 > Giá trị hợp lý Triệu VND > (*),numeric__31/12/2018 > Giá trị ghi số Triệu VND > (5.293.086),numeric__31/12/2018 > Giá trị hợp lý Triệu VND > (*),numeric__31/12/2017 > Giá trị ghi số Triệu VND > (231.484),numeric__31/12/2017 > Giá trị hợp lý Triệu VND > (*)
- Tiền gửi và vay các TCTD khác,- Tiền gửi và vay các TCTD khác,- Tiền gửi và vay các TCTD khác,(7.513.837),(*),(11.856.331),(*),-7513837.0,,-11856331.0,
- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,(345.832.425),(*),(316.905.245),(*),-345832425.0,,-316905245.0,
"- Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","- Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","- Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",(708),(*),(1.415),(*),-708.0,,-1415.0,
- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,(8.065.909),(*),(5.601.386),(*),-8065909.0,,-5601386.0,
"- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả",(5.877.491),(*),(4.399.386),(*),-5877491.0,,-4399386.0,
- Nợ phải trả tài chính khác,- Nợ phải trả tài chính khác,- Nợ phải trả tài chính khác,(4.692.793),(*),(1.493.042),(*),-4692793.0,,-1493042.0,
