row_label_raw,row_label_full,col_0,2018Triệu VND,2017Triệu VND,numeric__2018Triệu VND,numeric__2017Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,
▪ Dịch vụ thanh toán,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ thanh toán,▪ Dịch vụ thanh toán,919.145,762.385,919145.0,762385.0
▪ Dịch vụ hợp tác bảo hiểm,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ hợp tác bảo hiểm,▪ Dịch vụ hợp tác bảo hiểm,596.622,74.740,596622.0,74740.0
▪ Dịch vụ ngân quỹ,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ ngân quỹ,▪ Dịch vụ ngân quỹ,412.980,373.364,412980.0,373364.0
▪ Dịch vụ ủy thác và đại lý,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ ủy thác và đại lý,▪ Dịch vụ ủy thác và đại lý,407.363,963.308,407363.0,963308.0
▪ Dịch vụ khác,Thu nhập từ hoạt động dịch vụ > ▪ Dịch vụ khác,▪ Dịch vụ khác,1.136.132,959.300,1136132.0,959300.0
,,,3.472.242,3.133.097,3472242.0,3133097.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,
▪ Dịch vụ thanh toán,Chi phí hoạt động dịch vụ > ▪ Dịch vụ thanh toán,▪ Dịch vụ thanh toán,(662.878),(397.679),-662878.0,-397679.0
"▪ Cước phí bưu điện, mạng viễn thông","Chi phí hoạt động dịch vụ > ▪ Cước phí bưu điện, mạng viễn thông","▪ Cước phí bưu điện, mạng viễn thông",(246.205),(209.057),-246205.0,-209057.0
▪ Dịch vụ ngân quỹ,Chi phí hoạt động dịch vụ > ▪ Dịch vụ ngân quỹ,▪ Dịch vụ ngân quỹ,(44.414),(37.883),-44414.0,-37883.0
▪ Hoa hồng môi giới,Chi phí hoạt động dịch vụ > ▪ Hoa hồng môi giới,▪ Hoa hồng môi giới,(56.241),(65.320),-56241.0,-65320.0
▪ Dịch vụ khác,Chi phí hoạt động dịch vụ > ▪ Dịch vụ khác,▪ Dịch vụ khác,(23.471),(27.721),-23471.0,-27721.0
,,,(1.033.209),(737.660),-1033209.0,-737660.0
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,2.439.033,2.395.437,2439033.0,2395437.0
