row_label_raw,row_label_full,Tên công ty,Giấy phép hoạt động/ kinh doanh,Lĩnh vực kinh doanh,Tỷ lệ sở hữu và quyền biểu quyết,Tỷ lệ sở hữu và quyền biểu quyết_1,numeric__Giấy phép hoạt động/ kinh doanh,numeric__Lĩnh vực kinh doanh,numeric__Tỷ lệ sở hữu và quyền biểu quyết,numeric__Tỷ lệ sở hữu và quyền biểu quyết_1
Tên công ty,Tên công ty,Tên công ty,Giấy phép hoạt động/ kinh doanh,Lĩnh vực kinh doanh,31/12/2018,31/12/2017,,,,
Công ty TNHH MTV Quản lý nợ và khai thác tài sản Ngân hàng Sài Gòn Thương Tín,Tên công ty > Công ty TNHH MTV Quản lý nợ và khai thác tài sản Ngân hàng Sài Gòn Thương Tín,Công ty TNHH MTV Quản lý nợ và khai thác tài sản Ngân hàng Sài Gòn Thương Tín,4104000053,Quản lý tài sản,100%,100%,4104000053.0,,1.0,1.0
Công ty TNHH MTV Cho thuê tài chính Ngân hàng Sài Gòn Thương Tín,Tên công ty > Công ty TNHH MTV Cho thuê tài chính Ngân hàng Sài Gòn Thương Tín,Công ty TNHH MTV Cho thuê tài chính Ngân hàng Sài Gòn Thương Tín,04/GP-NHNN,Huy động vốn và hoạt động cho thuê tài chính,100%,100%,,,1.0,1.0
Công ty TNHH MTV Kiều hối Ngân hàng Sài Gòn Thương Tín,Tên công ty > Công ty TNHH MTV Kiều hối Ngân hàng Sài Gòn Thương Tín,Công ty TNHH MTV Kiều hối Ngân hàng Sài Gòn Thương Tín,90/QĐ-NHNN,"Dịch vụ nhận và chi trả ngoại tệ, đại lý đối ngoại tệ",100%,100%,,,1.0,1.0
Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng Sài Gòn Thương Tín,Tên công ty > Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng Sài Gòn Thương Tín,Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng Sài Gòn Thương Tín,410040003812,"Bán lẻ vàng, bạc và bán đá quý; đồ trang sức; giám định thương mại; mua bán vàng, gia công sản xuất vàng trang sức mỹ nghệ",100%,100%,410040003812.0,,1.0,1.0
Ngân hàng Sài Gòn Thương Tín Campuchia (“Sacombank Campuchia”) (*),Tên công ty > Ngân hàng Sài Gòn Thương Tín Campuchia (“Sacombank Campuchia”) (*),Ngân hàng Sài Gòn Thương Tín Campuchia (“Sacombank Campuchia”) (*),N.27,Hoạt động kinh doanh ngân hàng,100%,100%,,,1.0,1.0
Ngân hàng TNHH Sài Gòn Thương Tín Lào (“Sacombank Lào”),Tên công ty > Ngân hàng TNHH Sài Gòn Thương Tín Lào (“Sacombank Lào”),Ngân hàng TNHH Sài Gòn Thương Tín Lào (“Sacombank Lào”),1858/NHNN-TTGSNH,Hoạt động kinh doanh ngân hàng,100%,100%,,,1.0,1.0
