row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác – gộpTriệu VND,Chứng khoán kinh doanh và đầu tư – gộpTriệu VND,Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu VND,Cho vay khách hàng – gộpTriệu VND,Hoạt động mua nợ – gộpTriệu VND,"Gớp vốn, đầu tư dài hạn – gộpTriệu VND",Các khoản nợNHNNVNTriệu VND,Tiền gửi và vay TCTD khácTriệu VND,Tiền gửi của khách hàngTriệu VND,Vốn tài trợ nhận ủy thácTriệu VND,Phát hành giấy tờ có giáTriệu VND,Nợ tiềm tàng và các cam kết tín dụng – gộpTriệu VND,numeric__Tiền gửi và cho vay các TCTD khác – gộpTriệu VND,numeric__Chứng khoán kinh doanh và đầu tư – gộpTriệu VND,numeric__Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu VND,numeric__Cho vay khách hàng – gộpTriệu VND,numeric__Hoạt động mua nợ – gộpTriệu VND,"numeric__Gớp vốn, đầu tư dài hạn – gộpTriệu VND",numeric__Các khoản nợNHNNVNTriệu VND,numeric__Tiền gửi và vay TCTD khácTriệu VND,numeric__Tiền gửi của khách hàngTriệu VND,numeric__Vốn tài trợ nhận ủy thácTriệu VND,numeric__Phát hành giấy tờ có giáTriệu VND,numeric__Nợ tiềm tàng và các cam kết tín dụng – gộpTriệu VND
Trong nước,Trong nước,Trong nước,4.008.465,78.168.715,9.469.612,249.716.725,549.040,1.644.270,5.293.086,6.156.106,345.070.428,-,8.065.909,30.135.541,4008465.0,78168715.0,9469612.0,249716725.0,549040.0,1644270.0,5293086.0,6156106.0,345070428.0,,8065909.0,30135541.0
Nước ngoài,Nước ngoài,Nước ngoài,2.644.064,-,4.857,-,-,1.602.294,-,1.357.731,761.997,708,-,351.866,2644064.0,,4857.0,,,1602294.0,,1357731.0,761997.0,708.0,,351866.0
,,,6.652.529,78.168.715,9.474.469,249.716.725,549.040,3.246.564,5.293.086,7.513.837,345.832.425,708,8.065.909,30.487.407,6652529.0,78168715.0,9474469.0,249716725.0,549040.0,3246564.0,5293086.0,7513837.0,345832425.0,708.0,8065909.0,30487407.0
