row_label_raw,row_label_full,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động kinh doanh:- Các công cụ tài chính phải sinh và các tài sản tài chính khác- Chứng khoán kinh doanh > Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn:- Chứng khoán đầu tư giữ đến ngày đáo hạn khác,31/12/2018 > Giá trị ghi số Triệu VND > 21.310- > 37.663.508,31/12/2018 > Giá trị hợp lý Triệu VND > (*),31/12/2017 > Giá trị ghi số Triệu VND > 20.25163.250 > 43.302.379,31/12/2017 > Giá trị hợp lý Triệu VND > (*) (*) > (*),numeric__31/12/2018 > Giá trị ghi số Triệu VND > 21.310- > 37.663.508,numeric__31/12/2018 > Giá trị hợp lý Triệu VND > (*),numeric__31/12/2017 > Giá trị ghi số Triệu VND > 20.25163.250 > 43.302.379,numeric__31/12/2017 > Giá trị hợp lý Triệu VND > (*) (*) > (*)
"Được phân loại là các khoản cho vay và phải thu:- Tiền gửi tại Ngân hàng Nhà nước- Tiền gửi và cho vay các tổ chức tín dụng khác- Cho vay khách hàng- Hoạt động mua nợ- Các khoản lãi, phí phải thu- Tài sản Có khác","Được phân loại là các khoản cho vay và phải thu:- Tiền gửi tại Ngân hàng Nhà nước- Tiền gửi và cho vay các tổ chức tín dụng khác- Cho vay khách hàng- Hoạt động mua nợ- Các khoản lãi, phí phải thu- Tài sản Có khác","Được phân loại là các khoản cho vay và phải thu:- Tiền gửi tại Ngân hàng Nhà nước- Tiền gửi và cho vay các tổ chức tín dụng khác- Cho vay khách hàng- Hoạt động mua nợ- Các khoản lãi, phí phải thu- Tài sản Có khác",8.613.4346.651.977246.653.543544.78623.109.97414.304.597,8.613.434(*) (*) (*) (*) (*) (*),1.965.5878.170.876214.164.522643.78424.698.38414.409.773,1.965.587(*) (*) (*) (*) (*) (*),8.613434665197725e+44,,1.9655878170876216e+44,
"Được phân loại là tài sản tài chính sẵn sàng để bán:- Trái phiếu chính phủ và trái phiếu do các TCTD khác phát hành- Cổ phiếu có giá niêm yết- Cổ phiếu không có giá niêm yết- Góp vốn, đầu tư dài hạn","Được phân loại là tài sản tài chính sẵn sàng để bán:- Trái phiếu chính phủ và trái phiếu do các TCTD khác phát hành- Cổ phiếu có giá niêm yết- Cổ phiếu không có giá niêm yết- Góp vốn, đầu tư dài hạn","Được phân loại là tài sản tài chính sẵn sàng để bán:- Trái phiếu chính phủ và trái phiếu do các TCTD khác phát hành- Cổ phiếu có giá niêm yết- Cổ phiếu không có giá niêm yết- Góp vốn, đầu tư dài hạn",37.677.345-120.336133.628,(*) (*) (*) (*) (*),29.760.3784.711120.551155.728,(*) (*) (*) (*) (*),,,2.9760378471112055e+23,
