row_label_raw,row_label_full,col_0,col_1,2018Triệu VND,2017Triệu VND,numeric__col_1,numeric__2018Triệu VND,numeric__2017Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,
01,01,01,Mua sắm tài sản cố định,(1.012.634),(576.396),,-1012634.0,-576396.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",423.288,185.378,,423288.0,185378.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",950,382.026,,950.0,382026.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn",2.226,120.435,,2226.0,120435.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠTĐỘNG ĐẦU TƯ,(586.170),111.443,,-586170.0,111443.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀICHÍNH,,,,,
04,04,04,Cổ tức trả cho cổ đông,(136),(650),,-136.0,-650.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠTĐỘNG TÀI CHÍNH,(136),(650),,-136.0,-650.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,5.112.322,(2.025.851),,5112322.0,-2025851.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNGTIÊN TẠI THỜI ĐIỂM ĐẦU NĂM,14.796.594,16.822.445,,14796594.0,16822445.0
VI,VI,VI,ĐIỀU CHÌNH ẢNH HƯỞNG CỦA THAY ĐỒITÝ GIÁ HỐI ĐOÁI,-,-,,,
VII,VI > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNGTIÊN TẠI THỜI ĐIỂM CUỐI NĂM(THUYẾT MINH 35),19.908.916,14.796.594,,19908916.0,14796594.0
