row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,31/12/2017Triệu VND,numeric__31/12/2018Triệu VND,numeric__31/12/2017Triệu VND
Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,Đầu tư vào các công ty con,,
▪ Ngân hàng TNHH Sài Gòn Thương Tín Lào,Đầu tư vào các công ty con > ▪ Ngân hàng TNHH Sài Gòn Thương Tín Lào,▪ Ngân hàng TNHH Sài Gòn Thương Tín Lào,819.000,819.000,819000.0,819000.0
▪ Công ty TNHH MTV Quản lý nợ và khai thác tài sản Ngân hàngSài Gòn Thương Tín,Đầu tư vào các công ty con > ▪ Công ty TNHH MTV Quản lý nợ và khai thác tài sản Ngân hàngSài Gòn Thương Tín,▪ Công ty TNHH MTV Quản lý nợ và khai thác tài sản Ngân hàngSài Gòn Thương Tín,800.000,800.000,800000.0,800000.0
▪ Ngân hàng Sài Gòn Thương Tín Campuchia,Đầu tư vào các công ty con > ▪ Ngân hàng Sài Gòn Thương Tín Campuchia,▪ Ngân hàng Sài Gòn Thương Tín Campuchia,783.294,783.294,783294.0,783294.0
▪ Công ty TNHH MTV Cho thuê tài chính Ngân hàng Sài GònThương Tín,Đầu tư vào các công ty con > ▪ Công ty TNHH MTV Cho thuê tài chính Ngân hàng Sài GònThương Tín,▪ Công ty TNHH MTV Cho thuê tài chính Ngân hàng Sài GònThương Tín,300.000,300.000,300000.0,300000.0
▪ Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng Sài GònThương Tín,Đầu tư vào các công ty con > ▪ Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng Sài GònThương Tín,▪ Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng Sài GònThương Tín,250.000,250.000,250000.0,250000.0
▪ Công ty TNHH MTV Kiều hối Ngân hàng Sài Gòn Thương Tín,Đầu tư vào các công ty con > ▪ Công ty TNHH MTV Kiều hối Ngân hàng Sài Gòn Thương Tín,▪ Công ty TNHH MTV Kiều hối Ngân hàng Sài Gòn Thương Tín,15.000,15.000,15000.0,15000.0
,,,2.967.294,2.967.294,2967294.0,2967294.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,,
▪ Đầu tư vào cổ phiếu chưa niêm yết của các tổ chức tín dụng kháctrong nước,Đầu tư dài hạn khác > ▪ Đầu tư vào cổ phiếu chưa niêm yết của các tổ chức tín dụng kháctrong nước,▪ Đầu tư vào cổ phiếu chưa niêm yết của các tổ chức tín dụng kháctrong nước,1.634,1.634,1634.0,1634.0
▪ Đầu tư vào cổ phiếu chưa niêm yết của các tổ chức kinh tế trongnước,Đầu tư dài hạn khác > ▪ Đầu tư vào cổ phiếu chưa niêm yết của các tổ chức kinh tế trongnước,▪ Đầu tư vào cổ phiếu chưa niêm yết của các tổ chức kinh tế trongnước,277.636,278.093,277636.0,278093.0
,,,279.270,279.727,279270.0,279727.0
,,,3.246.564,3.247.021,3246564.0,3247021.0
Dự phòng giảm giá đầu tư dài hạn (i),Đầu tư dài hạn khác > Dự phòng giảm giá đầu tư dài hạn (i),Dự phòng giảm giá đầu tư dài hạn (i),(480.183),(239.301),-480183.0,-239301.0
,,,2.766.381,3.007.720,2766381.0,3007720.0
