row_label_raw,row_label_full,col_0,Vốn điều lệTriệu VND,Vốn đầu tưXDCB vàmua sắmTSCDTriệu VND,Thặng dưvốncổ phầnTriệu VND,Cổ phiếuquỹTriệu VND,VớnkhácTriệu VND,Quỹ dự trữbổ sungvốn điều lệTriệu VND,Quỹ dựphòng tài chínhTriệu VND,Quỹ đàutư pháttriểnTriệu VND,Lợi nhuậnchưa phânphốiTriệu VND,Chênhlệch tỷ giáhối đoáiTriệu VND,TổngTriệu VND,numeric__Vốn điều lệTriệu VND,numeric__Vốn đầu tưXDCB vàmua sắmTSCDTriệu VND,numeric__Thặng dưvốncổ phầnTriệu VND,numeric__Cổ phiếuquỹTriệu VND,numeric__VớnkhácTriệu VND,numeric__Quỹ dự trữbổ sungvốn điều lệTriệu VND,numeric__Quỹ dựphòng tài chínhTriệu VND,numeric__Quỹ đàutư pháttriểnTriệu VND,numeric__Lợi nhuậnchưa phânphốiTriệu VND,numeric__Chênhlệch tỷ giáhối đoáiTriệu VND,numeric__TổngTriệu VND
Số dư tại ngày1 tháng 1 năm2018,Số dư tại ngày1 tháng 1 năm2018,Số dư tại ngày1 tháng 1 năm2018,18.852.157,1.121,63.612,(750.911),653,849.782,1.398.450,83.479,2.259.441,118.046,22.875.830,18852157.0,1121.0,63612.0,-750911.0,653.0,849782.0,1398450.0,83479.0,2259441.0,118046.0,22875830.0
Lợi nhuận thuầntrong năm,Lợi nhuận thuầntrong năm,Lợi nhuận thuầntrong năm,-,-,-,-,-,-,-,-,1.654.153,-,1.654.153,,,,,,,,,1654153.0,,1654153.0
Trích lập các quỹdự trữ bắt buộc chonăm trước (*),Trích lập các quỹdự trữ bắt buộc chonăm trước (*),Trích lập các quỹdự trữ bắt buộc chonăm trước (*),-,-,-,-,-,52.091,96.625,-,(148.716),-,-,,,,,,52091.0,96625.0,,-148716.0,,
Trích lập quỹ khenthường và phúc lợi,Trích lập quỹ khenthường và phúc lợi,Trích lập quỹ khenthường và phúc lợi,-,-,-,-,-,-,-,-,(364.642),-,(364.642),,,,,,,,,-364642.0,,-364642.0
Số dư tại ngày31 tháng 12 năm2018,Số dư tại ngày31 tháng 12 năm2018,Số dư tại ngày31 tháng 12 năm2018,18.852.157,1.121,63.612,(750.911),653,901.873,1.495.075,83.479,3.400.236,118.046,24.165.341,18852157.0,1121.0,63612.0,-750911.0,653.0,901873.0,1495075.0,83479.0,3400236.0,118046.0,24165341.0
